Is Favorite Home Team,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average,Target
1,0,-2,-1,-1,-4,11.04999999999999,0.48,10.58,-2.74,-1.5,-0.19999999999999996,1.5,0,0,-2.7,-8,-5.5,0,0.30000000000000004,-1,0,0.9999999999999998,-0.3,-3,-0.5,-2.5,-0.1,2.5,0,-3.7,-0.39999999999999997,2.3,-3.7,-2,-0.39999999999999997,1,-1.5,-33,-13.3,-16,16.5,-0.19999999999999996,-0.2,0.8,-0.19999999999999996,-0.16000000000000014,0.6399999999999999,-9.59,1.16,3.8000000000000007,-2.2,-6.199999999999999,-3.7,89.80000000000001,-37.8,-32.2,-63.7,-10.7,-2.1,5.3,-5.7,-1,-0.7,-1,0,-9.7,0.9000000000000001,4.3,-2.7,-2.5,-0.5,1.5,-0.5,1.8399999999999963,1.3900000000000001,26.84,14.280000000000001,-1.2,-0.19999999999999996,0.8,-0.2,-3.6,-0.30000000000000004,4.4,-0.10000000000000009,56.5,-17.200000000000003,-13.5,-43,-0.09999999999999964,0,3.9000000000000004,0.4,-16
1,0.14285714285714285,1,1,-2,-2,8.479999999999997,1.0499999999999998,13.39,2.08,0.5999999999999996,-0.7,1.6,-0.6000000000000001,0.5999999999999979,0.30000000000000004,-2.3999999999999995,-1.9000000000000001,0.19999999999999996,-0.09999999999999998,0.2,0.9,-0.3999999999999999,0,-1.4,0.9,-1.2,0.5,0.8,0.1,2.3999999999999995,1.1,0.3999999999999999,-0.8,0.5999999999999996,0.19999999999999998,0.6000000000000001,-0.6,-29.19999999999999,-22.9,-74.2,-33.4,0,0.29999999999999993,0,0.5,-0.020000000000000018,-1.03,-4.67,0.78,2,0.7000000000000001,-2,-1.2,29.80000000000001,14.5,22.8,40.3,4.399999999999999,-2.3,8.4,-3.0999999999999996,-0.7999999999999998,-0.4,-1.8,-1,-6.9999999999999964,1.7,9,-1.2999999999999998,-0.40000000000000013,0.19999999999999996,0.5999999999999999,-0.19999999999999998,-16.74,4.34,-0.2599999999999998,-9.05,0.3999999999999999,-0.6000000000000001,1.4,-0.39999999999999997,0,0.4,2,-1.2,-2.3999999999999773,-8.4,-21.400000000000006,5.800000000000001,0.8000000000000007,0.5,4,1.8,-4
0,0.1428571428571428,1,-4,-14,-5,0.10000000000000853,-0.65,-2.7800000000000002,-8.56,-0.19999999999999973,-0.2,-1.2,-0.5,2,-0.3999999999999999,-14,-1.2,-0.4,-0.1,-0.4,-0.4,0,-0.3,0,0.49999999999999994,0.6000000000000001,0.3,-0.4,-0.4,1.5999999999999996,0.6000000000000001,0.6000000000000001,-0.7000000000000001,0.6000000000000005,-0.10000000000000009,-0.40000000000000013,-0.7000000000000001,-24.599999999999994,11.100000000000001,-3.6000000000000014,74.1,0.19999999999999996,-0.8,1.2,0.2,-0.5199999999999998,-0.64,5.89,1.2999999999999998,6.4,-0.29999999999999993,-8.6,-2.8,45.80000000000001,-31.6,-105.19999999999999,-75,1.6000000000000014,-1.4,-5.4,-4.7,-1.2000000000000002,-0.19999999999999996,-1.2,1.2999999999999998,-6.800000000000001,-2.4,-13.8,-5,0.5999999999999996,0,0.6000000000000001,-0.4,25.15,-7.26,-16.68,-10.8,0,-0.30000000000000004,-0.9999999999999999,-0.7,0.6000000000000001,0.30000000000000004,0.6000000000000001,-0.9,-24.200000000000045,-44.2,-129.2,-69.4,-1,-0.5,0.8,-1.2,7
1,0.10238095238095235,-6,2,15,0,-6.740000000000002,4.98,-2.6799999999999997,-7.2,1.1999999999999997,0.5,-0.7999999999999999,-0.6,0.3000000000000007,4.6,11.3,-2,-0.19999999999999996,0.8,1.8,0,-1.4,0.6,-0.3999999999999999,-0.6000000000000001,1,0,0,0.2,2.4000000000000004,3.7,6.3999999999999995,0.09999999999999998,1.2000000000000002,1.5,2.1999999999999997,-0.4,40.499999999999986,-44.2,-52.5,15.7,0.5,0.5,0.5,-0.19999999999999996,-2.6800000000000006,0.77,0.09999999999999987,-1.22,-2.6999999999999993,3,2.3,-3.9,-15.100000000000023,41.6,8.900000000000006,-65.7,8,8,5.999999999999999,-4.3,1.2000000000000002,-1.1,-0.8,0.10000000000000003,-0.3999999999999986,1.6,19.6,3.0999999999999996,1.4000000000000001,0.1,0.3999999999999999,0.4,-5.549999999999997,-4.4399999999999995,-12.22,1.5899999999999999,1,0.7,0,-0.7,2.8,-0.5,0.8,1,-2.3999999999999773,49.599999999999994,162.6,-20.9,0.5,0,-1.2,-0.8,2
0,0.1452205882352941,6,2,5,2,9.43,4.24,-2.7699999999999996,-6.4799999999999995,0.2999999999999998,0.3,1.2999999999999998,0.3,3.5,-2.1,1.5,-0.9999999999999999,0,-0.30000000000000004,-0.9999999999999999,-0.19999999999999998,0.5,-2.2,-0.5,1.3,-0.30000000000000004,0,-0.30000000000000004,0.5,1.8000000000000007,-0.20000000000000018,-3.2,-2.7,0.5,0.5000000000000001,0.5,-0.7,-48.69999999999999,6.300000000000001,-30.700000000000003,36.599999999999994,0.7,0.4,0.7,-0.30000000000000004,0.3600000000000003,-2.88,0.3600000000000003,4.0600000000000005,0.7999999999999989,-2.8,-1.1999999999999997,-1.9999999999999998,-11.5,-36.8,-42.5,-66.5,2.6999999999999993,2.7,3.6999999999999993,-1.8,-2.1000000000000005,0.5,0.9000000000000001,1.4000000000000001,4.699999999999999,6.4,3.6999999999999993,3.7,-0.10000000000000009,0.6,0.8999999999999999,0.7000000000000001,9.100000000000001,9.67,-1.7300000000000004,3.71,0.19999999999999973,0.5,1.1999999999999997,0.19999999999999998,-0.7,2.7,1.2999999999999998,-0.7000000000000001,6.099999999999966,-27.9,-8.899999999999999,-47.699999999999996,0.39999999999999947,0.4,0.6999999999999997,-1.5,-1
1,-0.1875,-1,2,4,1,-9.660000000000004,-4.0200000000000005,6.199999999999999,-1.5900000000000003,-1.3,-0.6,-0.3,0,-1.1999999999999993,0.49999999999999994,2.8,0.30000000000000004,1,-0.39999999999999997,-0.9999999999999999,0.30000000000000004,1.4,1.4,1.4,0.39999999999999997,-0.3999999999999999,0.29999999999999993,-0.3999999999999999,0.30000000000000004,-3,0.7,4,-2.5,-2,-0.30000000000000004,1,-0.8,8.400000000000006,8.000000000000002,-94.60000000000001,-23.6,-0.30000000000000004,-0.7,0.7,0,0.75,2.34,0.75,-0.73,-3.0999999999999996,0.9,0.9000000000000001,1.1,-25,39.3,43,-2.700000000000001,-11.599999999999998,-3.9,1.4000000000000001,-2.1,0.5,0.5,-0.5,-0.3,4,5.4,17,0,-1.2999999999999998,0.10000000000000009,-1.2999999999999998,0,-4.590000000000003,-3.44,3.1099999999999994,6.2700000000000005,-1.4000000000000001,-0.7,-0.4,0.10000000000000003,-2.7,-1.4,-2.7,-0.4,-2.3000000000000114,73,119.7,7.200000000000003,-0.6999999999999993,0.5,2.8,-0.7,-13
0,0.09007352941176472,-2,4,3,-1,-4.049999999999997,2.6099999999999994,2.289999999999999,1.24,1.0999999999999999,0.8,2.1,0.5,-0.10000000000000142,7.9,16.9,4.1,-0.6,0.7,1.4,0.4,-1.3000000000000003,0.1,2.6999999999999997,2.6,1.6,-0.39999999999999997,-1.4,-0.2,4.500000000000001,1.2000000000000002,-6.5,-2.3,1.6999999999999993,1,-1.2999999999999998,-0.4,3.700000000000017,-47.6,-111.3,-25.799999999999997,0.8999999999999999,-1.7,-2.1,0.6,-1.7400000000000002,-1.04,1.2599999999999998,3.28,-2,2.4,12,5.5,-15.199999999999989,46.199999999999996,209.8,96.1,9.7,6.4,4.7,1.9999999999999998,0.20000000000000018,-1.1,-1.8,-0.4,2.1999999999999993,4.2,-8.799999999999999,-8.1,1.9,-1.1,-2.1,0.09999999999999998,-4.740000000000002,6,25.259999999999998,2.24,0.8999999999999999,0.8999999999999999,1.9,0.6,3.2,-1.0999999999999999,-4.8,-2.5999999999999996,13.5,79.8,154.5,49,0.39999999999999947,0,0.7999999999999999,0.3,5
1,0.09313725490196079,3,1,-8,2,7.749999999999993,4.460000000000001,5.3,3.05,0.5,1.5,2.5,-0.2,2.6999999999999993,0,-3.3,-0.1,0.8,-1.9000000000000001,-4.2,-0.4,-0.8,-0.8,-0.8,-0.5,0.30000000000000004,-0.09999999999999998,0.30000000000000004,-0.19999999999999998,2.8999999999999995,1.9000000000000001,-1.0999999999999999,2.9,1.5,1.5,1.5,1,-17.69999999999999,39.60000000000001,16.299999999999997,-45.400000000000006,0.09999999999999998,1.1,0.09999999999999998,-0.4,-1.51,0.54,-1.51,-0.7000000000000001,0.3999999999999986,-1.6,-4.6,0.8999999999999999,-12.599999999999994,29.700000000000003,2.3999999999999986,56.1,6.5,9.5,14.5,2,-0.6999999999999993,1.2999999999999998,1.2999999999999998,-0.5,4.699999999999999,2.4,-0.30000000000000004,2.7,0.5,1.1,0.5,-0.3,-9.060000000000002,3.4400000000000004,16.39,5.04,0.6000000000000001,1.3,2.5999999999999996,-0.1,1.3,2,1.3,0.2,36.900000000000034,37.6,29.9,50.9,-0.4999999999999991,0.7000000000000001,2.7,1.2000000000000002,-8
1,-0.05882352941176472,-4,1,3,1,2.799999999999997,-5.04,-21.32,-2.2900000000000005,1.7999999999999998,-0.19999999999999998,-1.2,-0.4,-1,2.7,3,0.19999999999999996,-0.30000000000000004,0.4,1.7,0.4,-1,-0.6,-1,0.19999999999999996,-0.4,-0.39999999999999997,-1.4,-0.19999999999999998,-0.9000000000000004,3.0999999999999996,2.1,-1.7,1.1999999999999993,1.2,0.19999999999999996,-1.3,29.19999999999999,-41.5,53.199999999999996,6.3999999999999995,0.10000000000000009,0.1,1.1,0.09999999999999998,-0.5900000000000003,-0.019999999999999962,1.8499999999999999,-0.04000000000000001,4.000000000000002,2.4,3,0.5000000000000001,62.099999999999966,22.400000000000002,57.10000000000001,7.300000000000001,10.7,2.7,-4.3,-5.6,0,-1,1,0.3,-8.600000000000001,-4,-4.6,-1.5999999999999999,0.09999999999999987,0.10000000000000003,0.09999999999999998,-0.2,2.960000000000001,4.77,-15.100000000000001,-0.9199999999999999,1.9,-0.1,-1.1,-0.6,1.1,0.7,1.1,-0.4,12.5,10.200000000000001,88.5,21.200000000000003,0.7000000000000002,-0.8,-1.5999999999999999,-0.7000000000000001,15
0,0.2222222222222222,5,-2,-6,0,-0.17999999999999972,-5.06,-9.84,1.77,1.1,-0.6000000000000001,-0.8999999999999999,-0.1,8.1,0.10000000000000009,4.1000000000000005,-1.2,-0.30000000000000004,0.7,0.7,-0.5,0.09999999999999987,1.1,1.0999999999999999,-0.7000000000000001,-0.19999999999999996,-0.6,-1.2000000000000002,-0.4,2.0999999999999996,-2.5999999999999996,-2.9,-2.5,0.9000000000000004,-0.7,-2.1,-1,-92.1,12.200000000000003,-3.1000000000000014,47.5,-0.20000000000000007,-0.5,-0.2,0.10000000000000003,0.26000000000000023,1.46,0.6699999999999997,-0.2699999999999998,5.299999999999999,2.3,9.3,0,92.29999999999998,48.3,171.3,-4.200000000000001,6.6,-3.4,-10.399999999999999,-3.5999999999999996,-2.0999999999999996,0.5999999999999999,-0.10000000000000009,0.6,6.900000000000002,-8.1,-18.1,-2.7,-0.5,-0.5,-1.4999999999999998,-0.5,15.16,-4.789999999999999,-2.1099999999999994,9.27,0.8,-0.2,-1.2,-0.19999999999999998,-0.7,-1.7,-2.7,0.09999999999999998,123,-2,101,-17.7,1.3999999999999995,-0.7,-0.2999999999999998,-0.4,17
