Matchup,Spread,Is Favorite Home Team,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average
Pittsburgh (-3.5) @ Cleveland,3.5,0,0.3,1,-1,-6,-1,2.200000000000003,2.85,2.14,-0.9699999999999998,1,0,1,0.2,1.6999999999999993,3.7,5.7,1.3,-1.2999999999999998,-0.30000000000000004,0.7,0.1,-0.3999999999999999,-0.4,-1.4,0.8,0.9000000000000001,0.5,0.9,-0.1,5.499999999999999,-1.5,-12.5,-0.09999999999999998,1.6000000000000005,-0.39999999999999997,-2.4000000000000004,0.4,-60.099999999999994,-51.4,-83.1,8.700000000000001,0.5,-0.5,0.5,-0.09999999999999998,-1.0099999999999998,-0.92,-3.79,1.3900000000000001,-1.5999999999999996,4.1,6.3999999999999995,2,-15.5,84.2,180.5,38.7,7.100000000000001,0.8,3.0999999999999996,1.1,-1.4000000000000004,-0.7000000000000001,-0.4,0,11.899999999999999,-1.8,-2.1,-4.1,1.2,-0.1,0.19999999999999996,-0.19999999999999998,10.129999999999995,10.129999999999999,8.21,4.85,0.40000000000000013,0.4,2.4,0.19999999999999998,1.6,0.2,1.6,-1,32.69999999999999,64.4,172.7,21.9,1.3999999999999995,1.3,4.1,-0.2
Kansas City (-11.5) @ Carolina,11.5,0,0.30000000000000004,5,0,5,1,6.6200000000000045,-3.01,-3.08,4.64,0.7,0.4,-0.3,-0.1,6,-0.7,2,2.4000000000000004,-0.8,-0.8,-1.8,0.2,-0.20000000000000018,0.10000000000000003,-1.2,-0.5,0.09999999999999998,0.5,1.1,-0.4,2.5,1.2,7.5,1.8,1.2999999999999998,0.8999999999999999,2.3,0.6,-72.49999999999999,41.2,110.5,-37.5,0.30000000000000004,1.3,2.3,-0.4,-0.6099999999999999,1.08,-6.67,-1.01,4.5,-2.9,-4.5,0.5,55.80000000000001,-5.9,-7.200000000000003,20.2,7.300000000000001,4,6.3,1.8,-1.7000000000000002,0,1.2999999999999998,-0.6000000000000001,5,6.300000000000001,20,-0.30000000000000004,-0.20000000000000007,1.2,1.7999999999999998,-0.4,18.520000000000003,2.4299999999999997,8.52,-2.45,0.8000000000000003,0.4,-0.19999999999999998,0,0,1,3,0.1,57.19999999999999,21.6,104.2,16.8,1.2999999999999998,0.8999999999999999,0.40000000000000013,0.09999999999999998
Minnesota (-3.5) @ Chicago,3.5,0,0.2,1,-5,5,0,6.289999999999999,-3.4299999999999997,17.98,4.87,0.8999999999999999,-0.5,-0.09999999999999998,0.2,2.3000000000000007,-8,1.3000000000000003,-1.3,-1.6999999999999997,1.2999999999999998,1.2999999999999998,-0.4,0.8999999999999999,-1.4,-0.10000000000000009,-0.7,0.7000000000000001,0.09999999999999998,0.7,-0.10000000000000003,2.3999999999999995,2,4.4,1,0.8999999999999995,0.20000000000000007,0.8999999999999999,0.4,-48.39999999999998,15.200000000000003,-157.4,-10.899999999999999,-0.2999999999999998,0.30000000000000004,-0.2999999999999998,0.6000000000000001,1.85,-2.91,1.85,-1.5,1.9000000000000004,-3.5,1.9,-1,50.19999999999999,-49.099999999999994,26.200000000000003,-12.8,5,-3.3999999999999995,0.9999999999999999,3.4000000000000004,-1.2000000000000002,0.5,-4.2,0,1.4000000000000021,-8.9,2.3999999999999995,-1.3,0.40000000000000013,-0.30000000000000004,0.40000000000000013,0.09999999999999998,7.779999999999998,-2.67,28.32,4.61,0.5,-0.8,-0.5,0.4,-0.5,1.1,0.5,0.8,52,-68.3,125,3.3000000000000007,1.9999999999999991,0,1.8,0.5
Houston (-8.5) vs Tennessee,8.5,1,0.22261904761904766,1,-2,-2,2,-0.22999999999999687,8.91,-13.04,-4.1899999999999995,0.40000000000000013,-0.2,-2.6,0.2,1.5,0.19999999999999998,-8.5,0.7,-0.19999999999999996,-0.5,-0.20000000000000007,0.7999999999999999,-0.7,-1.3,-0.7000000000000001,-0.09999999999999998,1,-0.29999999999999993,0,-0.6,3.3000000000000007,0.7,0.30000000000000004,-0.5000000000000001,1.5,0.09999999999999998,-1.5,0.30000000000000004,24,5.4,38,-49.2,0.19999999999999996,-0.49999999999999994,-0.7999999999999999,0.8,-2.06,-2.8200000000000003,-1.77,0.21,3,3,-2,-2,43.099999999999994,67.8,54.099999999999994,-64.5,6.5,-0.09999999999999998,-14.5,1.9000000000000001,-0.40000000000000036,0.3,0.6,-0.8,1.3000000000000007,-2.1,-4.699999999999999,3.3,1.1,-0.30000000000000004,0.09999999999999998,-0.3,4.559999999999995,8.200000000000001,11.23,-8.87,0.5999999999999999,0,-2.4000000000000004,0.4,1.8,1.2000000000000002,0.8,-0.2,47.5,54.9,-49.5,-12.3,0.7999999999999998,2.1,2.7,-1.2999999999999998
Detroit (-7.5) @ Indianapolis,7.5,0,0.22261904761904766,4,0,-1,-1,15.269999999999996,12.07,0.120000000000001,0.64,1.7999999999999998,-0.9,-4.2,1,4.800000000000001,-3.2,-15.2,1,0,0.6000000000000001,-1,0,-0.6000000000000001,0,0.4,-0.4,0.7,0.7,-0.29999999999999993,-0.1,1.1000000000000005,1.4,1.1,-0.29999999999999993,1.5999999999999996,0.6,-0.3999999999999999,0.39999999999999997,-40.30000000000001,-21.3,140.7,-3.4999999999999996,-0.19999999999999996,-0.5,0.7999999999999999,0,-0.3999999999999999,-1.93,-0.3999999999999999,-0.42999999999999994,2.6999999999999993,1.0000000000000002,-6.3,-0.9000000000000001,40.30000000000001,-21.699999999999996,-167.7,6.499999999999998,12.100000000000001,-1.6,-11.899999999999999,4.7,-1.1,-0.7999999999999999,2.9,-0.3,5.799999999999997,-4.6,-2.1999999999999993,1.0000000000000002,0.3999999999999999,0.8,-0.6,0.19999999999999998,8.089999999999996,-6.7700000000000005,-11.91,2.79,1.8000000000000003,-0.5,-2.1999999999999997,0.8,1,0.6,-1,0.6,74,-36.3,-239,24,1.9999999999999991,0.09999999999999998,-2.5000000000000004,0.6000000000000001
Miami (-7.5) vs New England,7.5,1,0.06785714285714284,2,3,6,-1,4.920000000000002,-4.910000000000001,1.5,1.18,0.20000000000000018,-1.5,-2.8,-0.8,2.1999999999999993,0.8999999999999999,3.200000000000001,-1.9,0.6000000000000001,0.30000000000000004,-1.4,-0.3,-0.19999999999999996,0.7999999999999999,1.8,0.3,0.19999999999999996,-0.5,-0.8,0.1,0.7999999999999998,0.09999999999999964,0.7999999999999998,0.4,0.7000000000000002,-0.6,-0.30000000000000027,-0.8,-68.6,25.099999999999994,-14.599999999999994,13.5,-0.6,-0.6,-0.6,0.30000000000000004,-0.4299999999999997,2.29,2.13,-0.010000000000000009,1.5999999999999996,-1,-0.40000000000000036,-1.7000000000000002,31.099999999999994,17.799999999999997,17.099999999999994,-32,1.6000000000000014,-7.1000000000000005,-10.4,-5,-1.6,0.8,0.3999999999999999,0.49999999999999994,2.8000000000000007,4.8,6.800000000000001,-0.5,0.20000000000000007,-0.8,-0.7999999999999999,0.4,7.310000000000002,-11.34,-16.5,-9.94,0.19999999999999996,-1.0999999999999999,-1.8000000000000003,-0.8,0.3,-1.7,-2.7,0,37.80000000000001,51.5,66.8,-34.7,0.8999999999999995,-0.6000000000000001,0.10000000000000009,-0.2
Tampa Bay (-6.5) @ NY Giants,6.5,0,0.09999999999999998,-1,3,5,2,8.07,2.51,5.460000000000001,-1.04,2,0.30000000000000004,2,-1.1,2.8000000000000007,5.1,8.8,-0.19999999999999996,-1.2,-1.2,-2.1999999999999997,1.6,-0.19999999999999996,0.8,2.8,-0.5,0.4,0.4,0.4,-0.7000000000000001,1.7000000000000002,2,-1.3,-1.3,1.7999999999999998,1.5,0.8,-1.6,-62.5,-90.1,-114.5,15.899999999999999,0.7,0.4,0.7,0.2,0.6200000000000001,1.77,6.03,-0.77,2.5,2.5,6.5,0.7000000000000002,46.39999999999998,29.7,116.39999999999999,7.699999999999999,12.299999999999999,8,9.3,-8.4,-1.2999999999999998,-1.6,-2.3000000000000003,-0.3,-1.8999999999999986,5.4,5.1,-2.7,0.3999999999999999,0.4,0.4,-0.8,12.68,7.86,23.64,2.5799999999999996,1.6999999999999997,1,1.7000000000000002,-1.3,0.6,-0.39999999999999997,-2.4,-0.3,51.80000000000001,95.5,178.8,-45.599999999999994,1.3999999999999995,1.7,2.5,-1.4
Washington (-10.5) vs Dallas,10.5,1,0.17261904761904767,3,5,6,-1,6.530000000000001,5.17,-3.29,10.86,1.1,-0.49999999999999994,1.1,1.1,2.5,2.5,8.5,-0.30000000000000004,-0.9999999999999998,0.9999999999999999,1,0,-1.5,0.09999999999999998,-0.5,-1.1,-0.19999999999999996,0.2,0.8,-0.2,1.8999999999999986,0.2999999999999998,1.9000000000000004,-2.9,1.2999999999999998,-0.29999999999999993,0.30000000000000027,0.09999999999999998,-20.400000000000006,-57.4,-139.4,-17,0,0.3,-1,0.6,-1.7400000000000002,-1.4,-3.08,-0.2700000000000001,-0.9000000000000004,2.1,6.1,-0.09999999999999998,-21.900000000000006,-4.5,131.10000000000002,-10.3,9.3,-2.4000000000000004,1.3000000000000007,4.9,-0.5,-1.1,-3.5,-0.3,9.7,1.4,-0.2999999999999998,1.4999999999999998,0,0.30000000000000004,1,-0.4,7.350000000000001,-0.6699999999999999,15.680000000000001,0.43000000000000005,1.2,-0.49999999999999994,0.20000000000000007,1.2,1.6,0.30000000000000004,1.6,0.8,44.39999999999998,60.400000000000006,168.4,-21.599999999999998,1.6000000000000005,-0.19999999999999996,2,0.4
Denver (-6.5) @ Las Vegas,6.5,0,0.175,1,-1,-3,-1,-0.7399999999999949,-2.1500000000000004,-15.82,5.23,0.7000000000000002,0,-3.3,0.8,-0.1999999999999993,-1.8,-0.20000000000000018,0,0,-0.3,1,0.5,-0.8,0.20000000000000007,0.19999999999999996,-0.5,0.19999999999999996,0.6000000000000001,-0.8,0.4,0.5,2.8000000000000003,-0.5,-2.9000000000000004,0.3000000000000007,1,-1.7000000000000002,-0.19999999999999998,26.19999999999999,30.9,-32.80000000000001,-3.6,0.4,0.1,0.4,0,-1.37,-1.46,0.96,-1.4300000000000002,-2.9000000000000004,-1.6,0.09999999999999964,0.7999999999999999,-13.300000000000011,-31.3,-40.3,29.5,2.6999999999999993,3,-16.3,2.7,0.7999999999999998,0.19999999999999996,-1.1999999999999997,-0.1,5.300000000000001,-1.7000000000000002,-4.7,-2.1,0.7,1.1,-0.3,0,0.8400000000000034,-1.6600000000000001,3.4299999999999997,-2.1900000000000004,0.3999999999999999,0,-2.6,1,1.5,0.8,-0.5,0.5,27.5,-41.1,-44.5,13.5,0,-1.2,-2.6999999999999997,1.1
Green Bay (-3.5) vs San Francisco,3.5,1,0.09999999999999998,-2,2,8,-1,-2.1600000000000037,3.8899999999999997,-3.629999999999999,3.68,0.19999999999999973,0.7999999999999999,0.2,0.5,-1.5,-0.5,0.5,0.3999999999999999,0.10000000000000009,-0.9,-0.8999999999999999,-0.10000000000000003,0.09999999999999987,-0.19999999999999996,0.10000000000000003,-0.8999999999999999,-0.10000000000000009,0.6,0.9,-0.09999999999999998,-2.2,0.40000000000000013,0.7999999999999998,-0.7,-0.5999999999999996,0,-0.6000000000000001,-0.09999999999999998,47.10000000000001,27.8,103.1,-5,-0.30000000000000004,1,0.7,0.09999999999999998,1.1100000000000003,-1.39,-1.2000000000000002,-2.19,-1.5,0.19999999999999998,-1.5,0.40000000000000013,-13.400000000000006,-31.8,-127.39999999999999,35,0,2,-3,1.6,0.6000000000000001,0.6,2.6,0.30000000000000004,0.8000000000000007,0.10000000000000009,2.8,-1.3,0.2999999999999998,0.6,1.2999999999999998,-0.19999999999999998,-8.770000000000003,18.86,34.870000000000005,-12.3,0.2999999999999998,0.3,-0.7,0.5,0.2,0.8,1.2,0.7,-11.299999999999955,-24.7,-100.30000000000001,23.4,-0.1999999999999993,-1.0999999999999999,-9.899999999999999,1.9
