Spread,Is Favorite Home Team,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average,Target
13.5,1,0.16666666666666669,2,1,5,2,6.68,-0.6600000000000001,2.97,5.130000000000001,1.3000000000000003,1,1.3,-0.1,3.400000000000002,5.1,5.3999999999999995,-0.19999999999999996,-0.6000000000000001,1.4,-0.6000000000000001,0,-0.30000000000000004,0.7,0.7,-0.30000000000000004,-0.20000000000000007,-0.9,-0.20000000000000007,0,0.2999999999999998,-1,0.30000000000000004,-0.4999999999999999,0.6000000000000005,-0.39999999999999997,-0.4,-0.6,0.29999999999998295,-93.69999999999999,-92.69999999999999,1.5,0.7,0.7,1.6999999999999997,0.7,-0.6699999999999999,0.6399999999999999,-0.6699999999999999,-1.1800000000000002,-0.5,2.2,6.5,0.30000000000000004,-24.400000000000006,63.6,116.60000000000001,-14.2,5.800000000000001,2.5,5.8,-1.8,-0.10000000000000053,-2.1,-2.1,0.30000000000000004,3.900000000000002,-0.4999999999999999,6.8999999999999995,0.29999999999999993,0.3999999999999999,-0.6,-0.6,0.2,0.5499999999999972,6.04,26.12,-2.6799999999999997,1.0000000000000002,0.7,1,-0.19999999999999998,0.7,-1.3,-1.2999999999999998,0.5,33.5,89.1,150.5,-22.9,0.7000000000000002,-0.10000000000000003,0.8,-0.30000000000000004,0
13,1,0.2222222222222222,3,0,0,1,6.570000000000007,0.79,-1.1199999999999992,-1.19,0.8,-0.5,0.8,0,0.29999999999999716,-2.6999999999999997,0.3000000000000007,0.2,0.40000000000000013,-1,0.4,0.6,-2.3,-0.3,-2.3,0,-0.09999999999999998,-0.1,-1.1,0.19999999999999998,1.5000000000000009,1.2,-1.5,0.40000000000000013,1,0,-1,-0.1,-42.30000000000001,-19,51.7,-17.3,0,0.30000000000000004,2,-0.39999999999999997,-3.71,-0.27,0.1399999999999999,-0.3600000000000001,2.299999999999999,-0.3999999999999999,1.2999999999999998,0.9,49.30000000000001,36.3,43.3,38.4,6.800000000000001,-1.5000000000000002,3.8,1.3,-0.8000000000000003,-0.4,1.1999999999999997,0.09999999999999998,-5.099999999999998,-6.4,0.9000000000000001,-0.7999999999999999,-0.10000000000000009,0.5,-0.1,0.1,8.349999999999994,2.5599999999999996,-13.770000000000001,1.9799999999999995,0.8999999999999999,-0.4,0.9,0.09999999999999998,2.2,0.8,2.2,0,4.100000000000023,-20.9,45.099999999999994,38.800000000000004,0.7999999999999998,0.7000000000000001,1.8000000000000003,0.19999999999999996,3
9.5,1,0.21052631578947373,2,-3,-3,2,10.970000000000006,-1.3800000000000003,-9.16,1.0400000000000003,1.1,0.09999999999999998,0.09999999999999998,0.3,5.700000000000003,-3.3,-7.300000000000001,1.1,-1.3,0.29999999999999993,-0.3,0.09999999999999998,-0.10000000000000009,-1.1,-5.1,-0.5,-0.2999999999999998,1.4,4.7,0.8999999999999999,3.499999999999999,-0.5,5.5,-1.5,1.7999999999999998,0.5,2.8,0,-119.20000000000002,55.5,35.800000000000004,-15.400000000000002,0.09999999999999987,0.8,1.1,-0.7,0.9300000000000002,-2.02,-9.94,-2.65,4.300000000000001,-2.4,-7.700000000000001,0.2999999999999998,91.49999999999997,-58.199999999999996,-163.5,2.299999999999999,10.7,0.7000000000000002,6.7,0.9000000000000001,-2.9000000000000004,1.8,1.1,-0.10000000000000003,1.5999999999999979,-3.3999999999999995,3.6,3.2,-0.30000000000000027,1.3,4.7,0.1,18.819999999999997,-11.23,-12.43,7.029999999999999,1.1999999999999997,0.20000000000000007,0.20000000000000007,0.39999999999999997,-0.19999999999999996,2.5,9.8,0.6,98.10000000000002,-61.2,-77.9,19.5,1.7000000000000002,-1,-2.2,-0.3,4
15.5,1,0.368421052631579,8,1,1,4,8.04999999999999,-1.4899999999999998,-18.7,-6.03,2.3,1.2999999999999998,2.3,-0.09999999999999998,7,1.4,-15,-0.8,-0.8,0.6,1.2,0.3,-0.3999999999999999,-0.09999999999999998,-2.4,-0.6,0.40000000000000013,0.7,2.4000000000000004,0,2.299999999999999,0.30000000000000004,2.3,3.9,1.5,1.2000000000000002,2.5000000000000004,1.6,-33.30000000000001,-41.3,32.7,3.3999999999999986,0.19999999999999996,-0.1,1.2000000000000002,0.5,0.6800000000000002,0.31000000000000005,-2.96,-1.63,4.200000000000001,1.5,-9.8,-2.0999999999999996,42,55,-90,1.6000000000000014,12.900000000000002,7.5,6.900000000000002,3.6999999999999997,-0.7000000000000002,-1.3,1.2999999999999998,0.6,12.8,-0.8999999999999999,6.8,8,0.5,0.19999999999999998,2.5,0.5,12.969999999999999,13.84,5.180000000000001,0.73,1.7999999999999998,1.1,0.7999999999999998,0,0.9,0.3,4.9,1.1,100.5,44.5,-94.5,40.8,1.2999999999999998,0.8,2.5000000000000004,0.4,6
10,1,0,-1,6,4,-1,7.8600000000000065,4.38,-6.71,0.42000000000000004,2.1999999999999997,-1.0999999999999999,-2.8,0.4,4.299999999999997,3.6,7.3,1.7000000000000002,-0.3,-0.3,-0.3,0.30000000000000004,-1.2,0.7999999999999999,2.8,1.4000000000000001,0.9,-0.39999999999999997,-2.1,0.5,2.8000000000000007,0.5000000000000001,-2.2,-0.8,2.2,-0.8,-2.8,-0.2,-17.599999999999994,-26,-102.6,-51.8,1.5,-0.19999999999999998,-0.5,-0.7,-2.1500000000000004,1.08,3.8499999999999996,2.26,1.9999999999999982,1.3,-2,-0.2,6,35,4,23,14.799999999999997,-7.499999999999999,-20.2,0,-0.3999999999999999,0.30000000000000004,0.6,-1,5.100000000000001,6.800000000000001,4.1,-2.9,2.1,0.10000000000000003,-1.9,0.1,6.160000000000004,-0.40000000000000036,-3.369999999999999,-10.7,2,-1.3,-3,0.2,3.3,-0.7,-4.7,-1.3,38.5,57.5,40.5,21.099999999999998,0.39999999999999947,0.4,-2.4,0.4,35
10.5,0,0.29999999999999993,-1,-1,2,1,9.670000000000002,-3.58,0.20999999999999996,-1.1300000000000001,2.1999999999999997,-0.5,0.19999999999999996,-0.30000000000000004,2.6000000000000014,-3.1,-5.4,0.8,-0.09999999999999998,0.6,-0.09999999999999998,-0.4,-1,-1.7,-0.9999999999999999,-0.3,0.6,-0.8,0.6000000000000001,0,0.1999999999999993,-1.5,4.2,1.2000000000000002,1.9000000000000004,-1.4,1.9,0.49999999999999994,-23.899999999999977,51.8,62.099999999999994,-7.7,0.3999999999999999,-0.3,-0.6000000000000001,-0.5,-2.4799999999999995,-1.75,-1.33,-0.15999999999999992,3.8000000000000007,-3.9,-8.2,-1.2,97,-31.7,-60,-7.5,14.299999999999999,-4.1,6.300000000000001,1,-0.7999999999999998,1.2,1.2,-0.4,-5.099999999999998,1.9,1.9000000000000001,2.2,0.6000000000000001,-0.7,0.6,-0.4,7.049999999999997,-14.370000000000001,-21.52,1.47,2.3,-0.4,0.30000000000000004,0,1.5999999999999999,1,1.5999999999999999,0,55.69999999999999,-36.3,-48.300000000000004,13.100000000000001,1.7999999999999998,0.19999999999999996,-1.0999999999999999,0.2,8
10.5,1,0.09523809523809523,1,-2,-6,-1,8.309999999999995,-0.8999999999999999,-8.46,-4.55,0.6999999999999997,-1,-1.3000000000000003,-0.3,0.09999999999999787,-5.6,1.1,-3.0999999999999996,-0.3999999999999999,-0.4,-0.4,-0.30000000000000004,-0.3999999999999999,0.6,0.5999999999999999,-0.7000000000000001,-0.19999999999999996,-0.5,-0.19999999999999996,0,0.9000000000000004,-0.8,1.9,-1.6,0.7000000000000002,-0.6,-0.30000000000000004,-1,-6.099999999999994,-48.800000000000004,19.89999999999999,11.899999999999999,-0.19999999999999996,-0.5,-1.2,0.09999999999999998,0.3700000000000001,0.9100000000000001,0.3700000000000001,-0.8600000000000001,3.1000000000000014,-4.6,0.10000000000000009,-2.9000000000000004,67.69999999999999,-82.3,13.7,-53.3,5.199999999999999,-5.2,0.20000000000000107,-5,-0.3999999999999999,-1.7000000000000002,-1.4,-0.1,-4.299999999999997,-1.7000000000000002,-11.3,0.8999999999999999,0.30000000000000004,-0.7000000000000001,-0.7000000000000001,0,4.140000000000001,-1.99,-0.15000000000000213,2.19,0.7,-0.6000000000000001,-0.2999999999999998,-0.5,0.7,-1.3,-1.3,0.7,16.5,-51.5,22.5,-20.2,1,-0.9,-2.8,-0.49999999999999994,5
10,0,0.27272727272727276,2,-5,-13,2,7.430000000000007,0.88,-1.46,0.14000000000000012,1.5000000000000002,0.09999999999999998,0.5,0.19999999999999998,3.6999999999999993,-3.9,-12.3,3.2,-0.7000000000000001,0.30000000000000004,-0.7000000000000001,0,0,0.7000000000000001,1,-0.4,0.5,0.5,0.5,-0.4,0.8999999999999995,-4.5,-12.100000000000001,0.8999999999999999,1.2999999999999998,-1.0999999999999999,-2.7,0.8,-20.899999999999977,45.5,115.1,-41.6,0.5,-0.19999999999999996,0.5,0.19999999999999998,-0.5500000000000003,-0.71,0,-0.78,0.9000000000000004,-1.1,-3.0999999999999996,0.9,6.300000000000011,-19.400000000000002,-18.7,14.2,9.7,-1.7000000000000002,-3.3,4.9,-1.1000000000000005,0.5,1.9000000000000001,-1,6.300000000000001,-5.699999999999999,-16.7,0.20000000000000018,0.40000000000000013,0.09999999999999998,-0.6000000000000001,-0.5,10.589999999999996,3.3300000000000005,-14.41,6.7,1.5,0.49999999999999994,1.5,0.6,0.3,-0.7,-1.7,-0.2,31.399999999999977,-21.200000000000003,-72.6,26.1,0.8000000000000007,-0.19999999999999996,1.3,-0.4,13
11,1,0.15909090909090912,3,0,2,0,11.729999999999997,-2.4699999999999998,-15.01,0.36,0.8000000000000003,-0.2,-1.2,-0.2,3,2.6,0,-1.2,-0.5,0.8999999999999999,2.5,0.09999999999999998,-0.9,-0.9,0.09999999999999998,0.3,0.10000000000000009,-0.30000000000000004,0.10000000000000009,0.1,1.7000000000000002,1.7,-0.30000000000000004,0.2,1,-0.4,0,0.2,-26.599999999999994,-59.3,-79.6,-11.1,0.19999999999999996,-0.5,-1.8,0.30000000000000004,-1.1600000000000001,-1.27,-1.1600000000000001,-0.19999999999999998,0.6999999999999993,0,0.7,0.4,-4.699999999999989,-15.7,-37.7,0.8000000000000007,5.800000000000001,-0.20000000000000007,-8.2,-0.7,-0.7999999999999998,-1.2,-1.8,-0.2,3.3000000000000007,-2.7,-2.7,-0.30000000000000004,0.4999999999999999,-0.19999999999999996,-0.5,0.4,0.6300000000000026,-3.1799999999999997,19.09,0.69,0.7000000000000002,-0.3,-1.3,-0.1,1.3,0.6,-0.7,-0.09999999999999998,49.299999999999955,17.3,-44.699999999999996,-31.5,1.2999999999999998,0.19999999999999998,-2.1999999999999997,0,14
10.5,1,0.13636363636363635,2,-3,-7,-2,8.29,-7.65,2.46,-2.0199999999999996,1.1,-2.2,-5.9,-1.6,3.1999999999999993,-4.8,-8.8,-3.4,-0.30000000000000004,0.7,-0.3,-0.8999999999999999,-0.9000000000000001,2.7,6.1,0.7,-0.3999999999999999,-0.39999999999999997,-3.4,0.09999999999999998,0.9000000000000004,-3.4,-15.1,-1,1.2999999999999998,-3,-8.7,-1.2,-98.69999999999999,11.299999999999999,27.299999999999997,-6.9,0.7,-1.3,-4.3,-1,-0.73,5.49,4.9799999999999995,1.2599999999999998,-1.4000000000000004,-4.4,-2.4000000000000004,-1.8,-2,-82,-100,-30.5,8.8,-17.5,-49.2,-10.1,-2.3999999999999995,-0.09999999999999998,0.5999999999999999,0.4,11.3,-2.4000000000000004,-14.7,-4,-0.40000000000000013,-1.4,-7.4,-0.9,10.020000000000003,-15.93,11.32,2.8100000000000005,1.3000000000000003,-2.3,-5.699999999999999,-1.5,0.5,-4.1,-13.5,-1.6,71.5,-127.8,-267.5,-47.1,2,-2.3,-4.4,-1.9,58
10.5,1,0.08695652173913038,3,-3,-4,-3,9.719999999999999,-7.92,-16.32,-5.24,0.8999999999999999,1.9000000000000001,0.9000000000000001,-0.3,-1,0.3999999999999999,-5,-1.1,-0.09999999999999998,-0.4,-0.09999999999999998,0.5,-0.9999999999999999,0.7,0,1,0.5000000000000001,0.2,0.5000000000000001,0.1,1.299999999999999,-0.7000000000000001,-10.700000000000001,-2.4000000000000004,1.0999999999999996,0.7999999999999999,-2.9,-1,48.400000000000006,42.699999999999996,169.39999999999998,32.4,0.9000000000000001,-0.8,-0.09999999999999998,0.19999999999999998,-0.9199999999999999,2.45,-0.9199999999999999,1.64,-0.3000000000000007,-1.3,-6.300000000000001,-2.3000000000000003,-22.80000000000001,-15.499999999999996,-113.8,-25.5,6,10,-6,-4.9,1.1999999999999993,0.5,4.2,1.0999999999999999,6.5000000000000036,-0.5,-0.5000000000000002,-2.0999999999999996,1.3,-0.39999999999999997,0.30000000000000004,0.3,-3.230000000000004,-7.07,-29.19,-11.84,0.8000000000000003,1.8,0.7999999999999999,-0.3,2.3,-1,0.30000000000000004,-0.7,12.100000000000023,-11.899999999999999,-132.9,-12.2,0.3000000000000007,0,-1.2,-0.8,12
10.5,1,0.20833333333333331,3,0,-6,0,7.939999999999998,-1.89,-18.73,-2.2399999999999998,1.1,-1.5,-4.9,-0.19999999999999998,4.600000000000001,-3.4,-13.4,-1.2000000000000002,-0.09999999999999998,-1.1,-1.1,0,-0.8999999999999999,-0.6,1.1,-0.5,0.09999999999999987,0.8,-1.9000000000000001,0.1,0.10000000000000053,-3.5,-11.899999999999999,-1.5,1,-2,-7,-0.4,-33.30000000000001,98,134.7,23.4,0.19999999999999996,0.5,0.19999999999999996,0,-1.5099999999999998,3.09,5.16,0.49,2.299999999999999,-2.1,-8.7,-0.8999999999999999,35.599999999999994,-58.4,-206.39999999999998,-25.9,7.100000000000001,-12.5,-40.9,-3,-0.7000000000000002,2.6,4.3,0.30000000000000004,4.900000000000002,-0.5,-8.1,1,0.10000000000000009,0.7,-1.9,0,4.07,-6.1899999999999995,12.56,3.4799999999999995,1.1999999999999997,-1.4,-4.800000000000001,-0.2,1,1.3,-3,0.5,37.099999999999966,-65.9,-242.9,-23.9,1.2000000000000002,-0.7,-2.9000000000000004,-0.2,48
14,0,0.3333333333333333,3,2,8,-1,7.210000000000001,3.2999999999999994,5.529999999999999,1.7899999999999998,2.9999999999999996,-0.30000000000000004,2,-0.1,11.2,0.9,10.2,0.3,-0.9,-0.19999999999999996,1.1,0.09999999999999998,-0.3999999999999999,-1,0.6,0.7,0.5,-0.5,-0.5,-0.1,3.8000000000000007,0.5,2.8,-2.3000000000000003,2.8,-0.6,1.8,-1.2,-100.20000000000002,-56.89999999999999,-120.19999999999999,35,1.6,0.30000000000000004,1.6,0,-1.0799999999999998,-0.6899999999999997,-0.08000000000000007,1.76,6.600000000000001,0,4.6,1.2000000000000002,80.89999999999998,2.1999999999999993,177.9,-19.1,19.599999999999998,-3.7,12.600000000000001,-3.5,-2.0999999999999996,-1.4000000000000001,-3.1,0.4,9.999999999999996,4.7,6,-3.1999999999999997,1.1,0.8,0.09999999999999998,-0.30000000000000004,20.07,15.39,13.41,-1.75,2.7,-0.6000000000000001,1.7000000000000002,-0.1,1.5,1.8,-0.5,-1.1,132.2,44.9,219.20000000000002,-27.4,1.2000000000000002,0,1.5,-0.7,7
11,1,0.25000000000000006,2,-7,-5,-2,10.63000000000001,0.8300000000000001,-0.81,4.62,1.4,0.1,-2.5999999999999996,-0.2,5.800000000000001,-3.2,-3.1999999999999997,0.5000000000000002,-0.6000000000000001,1.1,2.4,0.5,0.10000000000000009,0.4,0.09999999999999998,0.4,0,0.30000000000000004,1,-0.2,0.8000000000000007,-3.5,-3.2,-1.5999999999999999,1.1999999999999993,-0.8,-1.8,-0.5,-35.80000000000001,-12.200000000000001,-4.799999999999997,-43.8,-0.19999999999999996,-0.2,0.8,-0.6000000000000001,-1.2000000000000002,-1.0899999999999999,-3.5300000000000002,-0.4700000000000001,2.6999999999999993,-1,-3.3,2.4,64.29999999999998,-15.999999999999998,-132.7,40.3,10,-0.30000000000000004,-12,-2.4000000000000004,-1.5,-0.8,-0.5,-1.2,4.5,-11.5,-9.5,-3.5,-0.2999999999999998,-1,-0.30000000000000004,-0.5,13.510000000000002,-2.39,-21.490000000000002,0.4500000000000002,1.5,0.5,-1.5,-0.1,-0.5,-1.5,-0.5,-0.9,78,-41.7,-146,19.5,1.2999999999999998,-0.30000000000000004,-1.5,0.7999999999999999,22
10.5,1,0.1538461538461538,6,-4,-1,4,19.560000000000002,-4.99,-6.680000000000001,-0.019999999999999796,3.3,0,-1.7,0.3,5.800000000000001,-2.5999999999999996,-8.2,-0.7,-0.5,-0.2,-0.5,0,-0.5,0.19999999999999998,-0.5,-0.8,1,-0.3,1,1.3,2.500000000000001,-0.8,0.5,0,2.8000000000000007,-0.2,-1.2,0,-11.199999999999989,25.8,68.8,43,-0.8,-0.09999999999999998,-0.8,-0.5,-1.63,0.41,-1.63,-1.63,7.800000000000001,0.5,0.8,-0.4,103.30000000000001,53.900000000000006,56.3,-47.4,19.999999999999996,-1.2999999999999998,-12,0.5,-0.7000000000000002,0.6000000000000001,2.3,1.5,-2.799999999999997,-7.8,-0.7999999999999998,8.899999999999999,0.19999999999999996,-0.39999999999999997,0.19999999999999996,1,11.090000000000003,-1.92,-1.4100000000000001,3.23,3,0,-2,0,0.8,-0.5,0.8,2,24.19999999999999,14.2,2.1999999999999993,-35.3,0.10000000000000142,0.8,0.6000000000000001,-1.1,32
10,1,-0.11263736263736263,-1,-4,-6,-5,2.6700000000000017,-4.51,-1.5,-9.620000000000001,0.5,-0.2,-0.5,-0.5,1.5,-0.2,4.5,-0.7999999999999998,0,-0.30000000000000004,1,0.5,0.40000000000000013,0,0.40000000000000013,0.6000000000000001,-1.1,-0.5,-1.1,-0.9,1.8000000000000007,-0.8999999999999999,-11.2,-5.2,0.5,-0.2,-3.5,-2.2,-49.19999999999999,41.2,106.8,95,-0.10000000000000009,0.19999999999999996,0.9,1.1,0.43999999999999995,0.41000000000000003,0.43999999999999995,1.29,0.3000000000000007,0.8999999999999999,1.2999999999999998,-0.5,20.69999999999999,-12.3,-26.299999999999997,-43.300000000000004,3.3000000000000007,-1.4,-9.7,-7.7,-1,1,2,1.7000000000000002,1.3000000000000007,-3.7,-12.7,-6.5,-0.9000000000000001,-0.6000000000000001,-0.9000000000000001,-0.3999999999999999,4.910000000000004,0.66,7.830000000000001,-1.5,0.2999999999999998,0,0.2999999999999998,-0.39999999999999997,-1.3,-0.6,-1.3,-1,72.30000000000001,-32.4,-90.7,-92.5,1.0000000000000009,-0.1,-1.5,-1.7,13
11,1,0.0714285714285714,3,-2,-8,-1,5.57,1.54,-0.31000000000000005,2.68,1,0.6,-1.0000000000000002,0.6,4.599999999999998,2.6,-1.4000000000000001,1.9,0.40000000000000013,-0.30000000000000004,2.4000000000000004,1.7000000000000002,-1.0000000000000002,1,2,-0.30000000000000004,0.19999999999999996,0.19999999999999998,-1.7999999999999998,-0.5,2.8,3.4,0.8000000000000003,-0.6000000000000001,1.7999999999999998,1.5,-0.20000000000000018,0.09999999999999998,-28.599999999999966,-98.6,-83.60000000000001,-51.599999999999994,0.8000000000000003,-0.5,-1.2000000000000002,-0.5,-3.59,2.46,2.66,-1.6600000000000001,3,1.5999999999999999,2,1.2999999999999998,51.79999999999998,75.4,110.8,57.8,10.400000000000002,6.4,-3.5999999999999996,1.6999999999999997,-1,-2.7,-3,-1.2999999999999998,0,0,-11,-3.6,0.8,-0.2,-2.2,-0.49999999999999994,1.1000000000000014,0.9299999999999997,-16.01,1.75,1.2000000000000002,0.5,-0.8,0.6,1.7999999999999998,-1.2,-4.2,-0.19999999999999996,59.80000000000001,80.5,71.80000000000001,50.1,0.09999999999999964,1.4,2,0.6000000000000001,14
10,1,-0.07142857142857145,1,-3,-10,-1,9.54,7.69,9.11,-2.5199999999999996,0.9999999999999998,0.6,0,-0.6,5,-3.3000000000000003,-6,-3.4,0.6,0,-1.4,-0.4,-1.2,-0.5,-2.1999999999999997,0.8,0.39999999999999997,0.09999999999999998,0.39999999999999997,0.09999999999999998,-0.8000000000000007,-0.20000000000000007,7.2,-0.39999999999999997,0.8000000000000007,0.10000000000000003,1.7999999999999998,-0.6,-74.19999999999999,40.5,-26.200000000000003,-28.5,-1,-0.7,1,-0.3,-3.7299999999999995,-0.36000000000000004,-3.7299999999999995,1.19,6.6,-0.7,-3.4,-2.7,84.4,21.400000000000002,-44.6,-68,4.799999999999997,3.4000000000000004,6.800000000000001,-4.8,-2.2,0.10000000000000009,-2.2,-0.5,-10,-3.5999999999999996,-10,-2,0.20000000000000007,-0.19999999999999998,1.2000000000000002,0.2,6.419999999999995,-0.06000000000000005,10.97,-4.2,0.9999999999999998,0.6,0,-0.6,1.4,0.4,3.4,-0.6,40.799999999999955,18.799999999999997,-34.2,-51.5,-0.6999999999999993,2.2,2.5,-0.5,-2
27,1,0.3333333333333333,3,-2,6,0,19.359999999999992,0.75,16.98,2.64,4.9,-0.09999999999999998,0.8999999999999999,0.4,13.100000000000001,-1.9,7.1,1.1,-1.3,0.4,0.7,0.19999999999999998,-0.5000000000000002,0.5,-1.5,-0.30000000000000004,1,0.7,0,0.5,5.8999999999999995,1.9,7.9,2.9,4.7,0.7,3.7,1.2,-158.60000000000002,-14.299999999999997,-151.60000000000002,-53.4,-0.8999999999999999,-0.2,0.10000000000000009,0.09999999999999998,-4.109999999999999,0.84,-1.73,-0.74,7.300000000000001,1.6,8.3,1,151,45.3,147,36.699999999999996,32.5,0.4999999999999998,16.5,5.5,-3.7,-0.7,-3.7,-1.2,7.300000000000001,-0.4,5.3,1.1,0.5,0.5,1.5,1,27.64,-7.09,9.5,5.41,4.5,-0.19999999999999998,1.5,0.5,1,0,3,1.3,205.8,50.5,160.8,34,2.8,1.3,3,0.5,16
12.5,1,0.06666666666666665,1,-1,-6,-3,4.449999999999996,3.47,-11.12,-4.41,0.20000000000000018,0.9,-0.8,-1.7999999999999998,3.6000000000000014,-0.09999999999999998,-7.4,-5.4,-0.30000000000000004,-0.3,0.7,0,0.8999999999999999,0.6000000000000001,0.8999999999999999,-0.1,0.5,0.2,-1.5,-0.8,2.2,-2.1,1.2,1.2000000000000002,0.7999999999999998,-0.5,-1.2000000000000002,-0.5,-69.39999999999998,-1.4000000000000004,-50.400000000000006,25.900000000000002,0.4999999999999998,0.9,2.5,0.5,0.29000000000000004,1.86,7.19,0.29,0.5,2.1,-1.5,-3.0999999999999996,21.19999999999999,49.9,-74.8,-75.8,4.899999999999999,3.9,-2.1000000000000005,-8.7,-1.5,0.5,-0.5,0.2,4.799999999999997,-3.2,-8.2,-2.2,0.5999999999999996,1,0.6000000000000001,-0.7,-6.150000000000006,9.120000000000001,-11.280000000000001,-9.49,0.40000000000000036,1.1,-0.6000000000000001,-1.6,-0.10000000000000009,0.6000000000000001,-0.10000000000000009,-0.5,70.5,-0.5,-110.5,-87.2,1.700000000000001,1.4,-0.7,-1.9,7
10,1,0,2,-2,-7,-2,-3.5600000000000023,1.9700000000000002,2.25,-1.48,1.0999999999999999,-1.2,0.09999999999999998,-0.1,-2,-3.4000000000000004,-6,-2,0.8,0.1,0.8,0.1,-0.7,1.3,1.3,1.1,0,0,-1,-0.2,0.5999999999999996,-2.7,-9.4,-3.7,0.5999999999999996,-1.4,-1.4,-1.2,10.100000000000023,-18.9,-28.9,20.8,0.30000000000000004,-0.7000000000000001,-0.7,0.1,-1.8400000000000003,3.21,-0.41000000000000003,0.89,-3,-0.30000000000000004,-2,-0.5,-45.69999999999999,20.299999999999997,10.299999999999997,-17.9,5.699999999999999,-9.7,-6.3,-5.1,0,-0.4,-1,0.5,9.100000000000001,-5.9,-7.9,-2.9,0,-0.30000000000000004,-2,-0.5,3.859999999999996,-2.57,13.75,3.5,0.7999999999999998,-1.2,0.8,-0.2,0.6,-1.7,-3.4,-1.7,10.399999999999977,-20.3,26.400000000000006,-10.400000000000002,0.7999999999999998,-0.4,-0.6000000000000001,-0.7000000000000001,12
