Matchup,Is Favorite Home Team,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average
Atlanta (-2.5) vs Tampa Bay,1,-0.0714285714285714,-6,0,6,-4,-5.8300000000000125,-3.7399999999999998,-2,-6,-1,-0.7,0,-0.7,-3,-1.3,12,-5,0.7,0,1.7,-0.6000000000000001,0.5,0.8,-0.5,-0.2,0.30000000000000004,0,-0.7,1.6,0.5000000000000009,-3.2,-4.5,0.8,-0.5,-1.5,-0.5,-0.2,-15,46.7,20,47,-1.3,-0.3,0.7,-2,1.8099999999999998,1.68,-1.05,2.63,-3.5,-1.1,5.5,-3.8,-16.5,-42.2,90.5,-68.2,-5.5,-7.199999999999999,1.4999999999999991,-3.1999999999999997,-0.5,1.1,0.5,1.2,-1,-2.4000000000000004,9,1.3,-0.30000000000000004,0.10000000000000003,-0.30000000000000004,0.7,-16.229999999999997,-11.469999999999999,-6.4399999999999995,-23.82,-0.9999999999999998,-0.7,1,-0.7000000000000001,-0.8,-0.8,0.19999999999999996,0.9,-9.699999999999989,-52,120.3,-77.7,-0.2999999999999998,-0.8999999999999999,0.3,2.5
Minnesota (-2.5) vs NY Jets,1,0.1428571428571428,-2,3,-3,-4,4.160000000000011,2.8,-10.13,3.91,1.7,0.4,-2.3,0.7,0.5,0.8999999999999999,-5.5,-2.5,0.30000000000000004,-0.1,0.3,0.3,1,-0.4,-1,1,1.7,0,-1.3,0.7,2.5,0.19999999999999996,4.5,-4.5,1.5,-0.2,-1.5,0,-30,17.7,77,15.5,0.5,0.2,0.5,-0.5,2.09,-0.35,-1.48,1.93,-1.5,-0.49999999999999994,-2.5,-2,13.699999999999989,-3.5999999999999996,-56.3,-11.8,10,-0.3,-12,3,-0.7999999999999998,0.5,1.2000000000000002,0.2,3.1999999999999993,1.2,-7.8,-1.2999999999999998,1.5,0.09999999999999998,-1.5,0.5,-2.8200000000000003,-6.86,-15.649999999999999,-4.819999999999999,1.2000000000000002,-0.09999999999999998,-2.8,1.2,0.5,0.49999999999999994,-0.5,-0.5,46,0,-80,-27,2.3000000000000007,-0.1,-2.1,0.4
Chicago (-4.5) vs Carolina,1,0.07142857142857145,2,1,5,4,0.9600000000000009,2.1300000000000003,-11.97,-1.31,-0.30000000000000004,0,-0.30000000000000004,-0.3,0.8000000000000007,-0.19999999999999996,7.8,4.3,0,-0.3,3,0.5,0.19999999999999996,-0.8,1.2,1.2,0.5,0.5,0.5,-0.5,0.5,1.8,0.5,0.5,0.5,1.2,0.49999999999999994,0,34.5,18.2,-106.5,-41.5,0.30000000000000004,-0.1,-0.7,-0.2,-0.1200000000000001,-1.77,2.32,2.82,0,-0.7,5,5,-16.69999999999999,-18.099999999999998,70.3,105.3,1,4.300000000000001,1,0,0.5,0.09999999999999998,-2.5,-0.5,0.5,0.5,1.5,1,0.7,0.3,-0.3,-0.8,4.159999999999997,0.07000000000000028,20.83,8.7,0,0.3,0,0,0.5,1.2,-1.5,-2,-38,-2.299999999999997,73,71,-0.20000000000000018,-0.39999999999999997,-1.6,2.1
Baltimore (-2.5) @ Cincinnati,0,0.07142857142857145,4,2,1,-4,-3.930000000000007,-2.57,-6.64,2.84,1,0,0,0,1.6999999999999993,3.4000000000000004,3.7,-1.3,-0.19999999999999996,0.5,-0.19999999999999996,-0.2,-0.19999999999999996,-0.19999999999999998,-0.2,0.3,-0.30000000000000004,0.4,0.7,-0.8,-2,2,3,-1.5,-0.5,0.8,0.5,-0.5,31.700000000000003,-54.900000000000006,14.700000000000003,12.7,0.5,-0.5,-1.5,0.5,0.17000000000000004,-0.35000000000000003,3.4,0.17000000000000004,-2,2,3,1,-26.69999999999999,46.6,49.3,-18.2,1,3,0,-1.5,1.2000000000000002,-1.1,0.19999999999999996,0.2,12.2,1.2,9.2,-8.3,0,0.3,0,-1,-0.490000000000002,5.35,-2.1999999999999993,-0.7000000000000002,0.5,0.09999999999999998,-0.5,0,0.3,0.7,0.3,-1.2,91.19999999999999,45.5,37.2,-32.8,0.6000000000000005,-0.19999999999999996,-0.2,-0.2
Buffalo (-1.5) @ Houston,0,0,-5,-3,0,0,2.1200000000000045,0.4500000000000002,14.780000000000001,7.91,1.7,0.1,3.7,1.2,-2.6999999999999993,-0.09999999999999987,11.3,5.3,-0.30000000000000004,0.1,-1.3,-0.8,-0.5,0.5,-0.5,0,0.19999999999999996,-0.4,0.19999999999999996,-0.3,0.20000000000000018,-0.40000000000000013,2.2,4.2,1.2999999999999998,-0.39999999999999997,3.3,2.3,-59.5,27.500000000000004,-33.5,22,0.5,0.2,-0.5,0,-1.32,0.35,-1.32,-1.32,-5.699999999999999,1.2999999999999998,8.3,4.3,-62.30000000000001,26.7,116.7,75.2,10.7,-1.9000000000000001,24.7,11.7,-1.5,0.5,-1.5,0,2.3000000000000007,-3,5.3,1.7999999999999998,1,-0.30000000000000004,0,0,-4.289999999999999,-4.0600000000000005,26.48,9.18,1.7999999999999998,-0.19999999999999998,3.8,1.3,1.6,-0.8,0.6000000000000001,0.09999999999999998,-58.69999999999999,-2,140.3,72.3,0.40000000000000036,0.7999999999999999,3.1,2
Jacksonville (-3.5) vs Indianapolis,1,-0.14285714285714285,3,1,5,-3,0.45000000000000284,2,9.23,3.78,-1,0,0,-1,0.3000000000000007,1,5.3,1.3,1.2,-0.8,0.19999999999999996,3.2,-0.7,0.30000000000000004,-0.7,2.3,-0.5,0.2,-0.5,-0.5,1.2000000000000002,0.2,2.2,-1.8,-0.5,-0.5,0.5,-2.5,14.300000000000011,44,-79.7,24.299999999999997,-1,0.3,1,0,-5.0600000000000005,-0.03,-5.0600000000000005,3.7600000000000002,1.7000000000000002,0.7,3.7,2.7,-35.19999999999999,-8.2,34.8,-33.2,-6.300000000000001,-1.3,0.7000000000000002,-9.3,0.20000000000000018,0.8999999999999999,-0.8,0.19999999999999996,-4.300000000000001,2.7,3.7,-7.300000000000001,-1.2,0.5,-0.19999999999999996,-0.2,-14.130000000000003,-4.49,5.869999999999999,-25.240000000000002,-1.2999999999999998,-0.3,-0.3,-1.3,-0.5,0.09999999999999998,0.5,-2.5,-40.80000000000001,1.5,4.199999999999999,-25.8,-2.2,-0.29999999999999993,0.7,-3.5
New England (-0.5) vs Miami,1,0,-1,1,-4,-6,-3.4499999999999957,1.17,0.81,3.49,0.19999999999999996,-0.5,-0.8,-1.8,-1.1999999999999993,0.10000000000000009,-0.20000000000000018,-7.2,-1.7999999999999998,-0.09999999999999998,-1.8,1.2,0,0,-2,0,-0.5,0.2,-0.49999999999999994,1.5,1.7000000000000002,0,0.7,-3.3,0,0,2,-3,57.69999999999999,-8.3,75.7,11.700000000000003,0.8,0.2,-2.2,1.8,-1.3900000000000001,0.66,-4.52,-1.3900000000000001,-1.5000000000000009,-1.2000000000000002,-5.5,-2.5,-75.00000000000001,-41.4,-140,-60,1.6999999999999993,-2,0.7,-15.3,1,0,2,1,1.6999999999999993,4,7.7,-16.3,0,0.3,-1,2,0.030000000000001137,-4.5600000000000005,-14.549999999999999,-29.14,0.30000000000000004,-0.3,-0.7,-1.7,0,0.39999999999999997,1,2,-46.19999999999999,-21.199999999999996,-78.2,-151.2,-1.4000000000000004,-1,-2.3000000000000003,-1.1
Washington (-3.5) vs Cleveland,1,0.14285714285714285,2,-2,-1,-3,20.589999999999996,0.27,8.92,10.98,1.4999999999999998,-0.5,-1.5,2.5,7.800000000000001,-0.2,-5.2,2.3,-1.5,-0.8999999999999999,-1.5,-0.5,-1,-0.3,-1,-0.5,0,0,0,0,5.300000000000001,-2.7,-0.7,-8.7,2.3,-0.7,-0.7,-0.19999999999999996,-204.7,22.6,0.2999999999999998,16.299999999999997,-0.5,-0.09999999999999998,-2.5,-0.5,-1.0899999999999999,-1.34,-1.29,0.42999999999999994,3.500000000000001,-1.5,-1.5000000000000002,0.5,61.5,-12.5,-22.5,12,13.8,-3.6,-12.2,9.8,-4.8,0.19999999999999996,-0.8,0.19999999999999996,11.5,-0.19999999999999996,-3.5,2,-0.30000000000000004,0,-0.3,-0.8,32.74,-3.5799999999999996,-12.260000000000002,3.5700000000000003,1.4999999999999998,-0.1,-1.5,3,0.8,0.5,0.8,-0.19999999999999996,136,-22.299999999999997,-72,-20.000000000000004,3.5999999999999996,0.3,1.2999999999999998,1.2999999999999998
Denver (-3.5) vs Las Vegas,1,0,1,-1,2,5,-10.969999999999999,-0.74,-0.6399999999999988,9.35,-0.8,0.2,0.2,0.7,-3.3000000000000007,0.7,1.7,-0.30000000000000004,0.19999999999999996,-0.2,0.19999999999999996,-0.8,0.30000000000000004,0,0.30000000000000004,0.3,0,0.4,1,0.5,1.5,1.5,5.5,4.5,-0.2999999999999998,0.7,1.7,1.7,70.5,20.8,-35.5,-43,0.7,0,0.7,-0.3,0.6799999999999997,0.5599999999999999,0.6799999999999997,-2.21,-5.7,0,-1.7000000000000002,-0.7,-52.69999999999999,-13.399999999999999,3.299999999999997,-54.7,-4,4.7,6,8,1.7000000000000002,0.39999999999999997,-2.3,-0.3,4.800000000000001,-0.5,2.8,5.3,0.8,0.5,0.8,1.3,-8.09,0.26,3.81,9.86,-1,0.3,0,0.5,0.5,0.49999999999999994,0.5,1,-22.80000000000001,-14.2,59.2,-39.8,-2.3,-0.8,0.7,-1.8000000000000003
San Francisco (-7.5) vs Arizona,1,0.07142857142857145,5,0,0,-1,-0.5900000000000034,-0.3500000000000001,16.58,6.44,0,0,-1,-0.5,4,0.6,2,0.5,-0.5,-0.09999999999999998,2.5,0.5,0.30000000000000004,-0.4,-0.7,0.3,0.30000000000000004,0.30000000000000004,0.3,-0.7,3.8000000000000007,2.8000000000000003,-6.2,-4.2,1.2999999999999998,0.7,-2.7,-0.7,-56.500000000000014,13.2,25.500000000000004,-59.5,1.5,-0.5,-2.5,0,0.7099999999999999,-0.14,-2.99,-1.08,5,-1,-2,3,91.69999999999999,-5.600000000000001,-76.3,-14.299999999999997,1.8000000000000007,0.8,-14.2,-1.2000000000000002,-0.7000000000000002,-0.10000000000000003,0.30000000000000004,-0.7,3.4999999999999964,3.2,3.5,-6.5,0.8,0.1,-1.2,-0.7,1.5,-3.9099999999999997,-15.99,5.35,-0.5,-0.1,-0.5,0.5,0.5,0.5,-0.5,-1,80.30000000000001,17,-54.7,-65.7,2.1000000000000005,0.4,-2.0999999999999996,-2
