Matchup,Is Favorite Home Team,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average
Detroit (-10.5) vs Chicago,1,0.2857142857142857,1,-2,-4,3,10.489999999999995,6.9399999999999995,4.94,-2.4,2.3,-1,0.30000000000000004,-0.7000000000000001,4.600000000000001,-5.1,-1.4,-0.6,-0.8999999999999999,1.1,1.1,-0.09999999999999998,0.09999999999999998,-1.3,1.1,0.8999999999999999,0.5,0.19999999999999998,0.5,-0.1,2.299999999999999,0,3.3000000000000003,-1.2999999999999998,1.9000000000000004,-0.7,0.9,-0.8999999999999999,-48.5,35.800000000000004,12.5,4.499999999999999,-0.09999999999999987,-0.10000000000000003,-1.1,-0.1,1.49,-3.5600000000000005,1.49,2.28,2.5999999999999996,-2.6999999999999997,1.6,0.4,56.400000000000006,-57.3,123.4,-12.2,12.600000000000001,-5.1,15.6,-7.4,-1.5999999999999996,1,0.3999999999999999,0,5.099999999999998,-5.6,-5.8999999999999995,1.5,0.09999999999999987,0.09999999999999998,1.1,-0.30000000000000004,14.57,-10.850000000000001,-10.14,2.45,1.7999999999999998,-0.8,1.8,-1,0,1.4,0,-1.2000000000000002,95.40000000000003,-54.300000000000004,103.39999999999999,-17.4,2.7,-0.7,2.3,-0.1
Dallas (-3.5) vs NY Giants,1,0.09523809523809523,-3,-3,-12,1,0.3399999999999963,4.46,-5.91,4.7,0.7000000000000001,0.30000000000000004,-2.3,1.5,0.09999999999999787,4.1,-1.9000000000000001,1.5,0.20000000000000018,-0.5,2.2,-1.6,0.5,-0.5,0.5,-0.7000000000000001,0.6,-0.7,-1.4000000000000001,0,3,-0.40000000000000013,-6,1.4,1,0.4,-4,1.8,-39.5,-86.1,-105.5,-10.299999999999999,-0.19999999999999996,0.7999999999999999,1.8000000000000003,0.6,0.6499999999999999,1.05,0.6499999999999999,-0.76,1.3000000000000007,1.3,0.30000000000000004,0.8999999999999999,52.69999999999999,16.7,-19.299999999999997,21.3,5.300000000000001,3.9,-21.7,12.1,-1,-2,-3,0.4,-4.399999999999999,0.6000000000000001,-12.4,5.8,0.30000000000000004,-1,-1.7,0.5,-3.6399999999999935,20.009999999999998,23.63,0.78,0.3999999999999999,0.7,-2.6,1.8,-0.30000000000000004,-0.6,-2.3,1.0999999999999999,19.399999999999977,35,-67.6,69.4,0.5,0.7,-1.2,1
Green Bay (-3.5) vs Miami,1,0.14285714285714285,0,2,-4,-2,-5.309999999999995,6.7,10.67,-2.34,0.8,1.8,-0.19999999999999973,-0.7,0.8000000000000007,1.5,1.7999999999999998,-1.7,-0.7000000000000001,-2,-2.7,-0.8,0.19999999999999996,0.5,1.2,-0.10000000000000003,0.4,1.1,0.4,0.4,0.2999999999999998,5.3,2.3,0.3,0.40000000000000036,2.1,0.3999999999999999,-0.5,11,28,59,14.399999999999999,0.7999999999999999,0.4,-3.1999999999999997,-0.4,2.0500000000000003,0.48000000000000004,2.0500000000000003,-0.16,-1.3000000000000007,5,8.7,-2.9000000000000004,23.200000000000017,43.5,175.2,-34.7,6.699999999999999,13,2.6999999999999993,-3.5,0,0.4,1,0.8,2.8000000000000007,-3.2,-15.2,0.7,1,1.7,0,0.2,-4.240000000000002,11.079999999999998,-17.060000000000002,-16.78,1,1.3,0,-0.6,0.7999999999999999,1.2000000000000002,-1.1999999999999997,0.30000000000000004,58,12,106,-20,1.299999999999999,0.30000000000000004,2.1,0.8
Kansas City (-13.5) vs Las Vegas,1,0.38095238095238093,4,0,0,1,4.279999999999987,-1.79,-10.2,-2.28,1,0.4,-1,0.09999999999999998,4.099999999999998,2.1,-1.9,-0.6000000000000001,-0.5,-0.09999999999999998,0.5,-0.5,-0.7,0.3,1.3,0.4,0,0,0,0.3,0.6999999999999993,1.0999999999999999,1.7000000000000002,-0.3999999999999999,0.8000000000000007,0.8,-0.19999999999999996,0,-48.80000000000001,-12.1,35.2,13.600000000000001,0.6000000000000001,0.2,-0.4,-0.1,0,-0.24,1.8900000000000001,1.7000000000000002,0.9000000000000004,0.5999999999999999,0.8999999999999999,0.10000000000000003,8.5,33.5,82.5,-24.4,5.800000000000001,4.2,-5.2,-0.5,-0.8999999999999999,-0.9,1.1,0.1,7.600000000000001,4.6000000000000005,-2.4,0.29999999999999993,0.30000000000000004,0.3,0.30000000000000004,0.2,17.28,7.46,-15.69,9.68,0.9000000000000001,0.6000000000000001,-1.1,0,1,0,-1,-0.19999999999999998,50.099999999999966,38.1,28.10000000000001,-15.200000000000001,0.5999999999999996,0.4,-0.5,-0.5
LA Chargers (-1.5) @ Atlanta,0,0.04761904761904767,2,5,2,-2,-4.590000000000003,4.3,1.5999999999999996,-3.31,-0.20000000000000018,-1.5,-2.2,0.4,-2.3999999999999986,-6.1000000000000005,-8.4,-0.4,-1,-0.3,-1,0.4,-0.7,0,0.3,0.2,0.20000000000000007,0.20000000000000007,0.20000000000000007,-0.8999999999999999,1.2000000000000002,-4.1,-3.8,-0.3,0.20000000000000018,-1.5,-1.8,-0.10000000000000003,94.19999999999999,94.19999999999999,122.19999999999999,35.7,-0.5000000000000001,0.19999999999999998,0.5,-0.1,-2.14,0.010000000000000009,1.09,0.5,-2.3000000000000007,-1.2999999999999998,-1.3,0.7000000000000001,-39.099999999999994,-30.1,-65.1,2.1000000000000005,-0.09999999999999787,-11.4,-17.099999999999998,1.4,2,2,3,0.6000000000000001,1.9000000000000021,1.6,2.9000000000000004,-3.8000000000000003,0.29999999999999993,0.29999999999999993,0.29999999999999993,-0.6000000000000001,1.1099999999999994,-0.6800000000000006,-3.83,-8.85,-0.20000000000000018,-1.2,-2.2,0.3,1,0.30000000000000004,0,-0.7999999999999999,-38.89999999999998,-47.2,-97.9,-12.5,-0.09999999999999964,0.2,0.20000000000000018,-0.6
Cincinnati (-3.5) vs Pittsburgh,1,-0.19047619047619047,-3,-1,-2,1,2.739999999999995,3.06,19.15,-6.82,1,-1.3,-1,-0.2,1.8999999999999986,-5.1,-5.1,-1.6,0,-0.7,0,0.7,0.09999999999999998,0.7,1.1,-0.3,-0.6000000000000001,0.09999999999999998,0.4,0.4,-3.4000000000000004,-1.7,-5.4,-0.7000000000000001,0.10000000000000053,-0.9,-0.8999999999999999,-0.5,-6,-18.4,-203,33.2,-0.8999999999999999,0.39999999999999997,1.1,-0.4,0.020000000000000018,1.46,0.020000000000000018,-1,5.199999999999999,-3.2,1.2000000000000002,-2,69.89999999999998,-65.1,-24.099999999999994,-14.7,4.100000000000001,-8.2,-3.9,-1.4,-0.2999999999999998,-0.7,-4.3,1.1,-11.699999999999996,1.3000000000000003,-2.6999999999999997,2.8000000000000003,-1,0.3,1,0.4,6.359999999999999,0.10999999999999988,20.700000000000003,-9.87,1.1999999999999997,-1.1,0.19999999999999998,0,-1.0999999999999999,-0.4,-0.09999999999999998,0.7,26.30000000000001,-77.7,-57.7,-8.399999999999999,-0.09999999999999964,-0.10000000000000003,2.1,-0.1
Houston (-4.5) @ Jacksonville,0,0.21320346320346317,7,-2,2,-1,1.3900000000000006,-3.2899999999999996,-0.5999999999999996,6.85,0.5999999999999999,-1.7,-2.4,0.6,2.3000000000000007,-2.7,0.2999999999999998,-0.9,-0.8,-0.2,1.2,-1.7,-0.30000000000000004,0.30000000000000004,-1.3,0.7,0.8,-0.5,-0.2,0.8,3.500000000000001,-3.8,0.5,2.7,1.2999999999999998,-2.7,-3.7,0.9,20.700000000000017,31.4,19.7,33.699999999999996,0.8999999999999999,-1.1,-2.1,-0.3,-0.5,0.6000000000000001,-3.1100000000000003,0.83,2.5,-2.5,-1.5,1.6,32.20000000000002,-64.8,-58.800000000000004,90.80000000000001,4.900000000000002,-11.100000000000001,-16.1,1.6,0.7000000000000002,1,0.7,0.7,4.800000000000001,-0.8000000000000003,4.799999999999999,-3.2,1.2,-0.7999999999999999,-1.8,0.7,5.039999999999999,4.8,1.9600000000000009,0.010000000000000009,0.2999999999999998,-1.4,-2.7,-0.09999999999999998,1.5,-1.2,-0.5,0,45.19999999999999,-78.5,-44.8,51.7,0.40000000000000036,-1.9,-2.3,2.5
Minnesota (-3.5) vs Arizona,1,0.1428571428571429,3,-2,2,0,-0.8100000000000023,8.22,-1.6600000000000001,-6.62,0.3999999999999999,1,-2.6,-1.2,1.0999999999999979,-3.3,-5.8999999999999995,-1.2000000000000002,-0.4,-0.1,-0.4,-0.30000000000000004,0.5,-0.2,0.5,0.2,1,0.3,2,0.8,1.2000000000000002,-1.2,-4.8,0.2,1,0,-3,0,-1.6000000000000227,33.4,137.39999999999998,26.799999999999997,0,0,-1,-0.39999999999999997,1.7499999999999998,0.12000000000000001,4.449999999999999,-0.5,1.299999999999999,0.2999999999999998,3.3,0.8999999999999999,32.30000000000001,-18.4,-46.7,18.5,2.6999999999999993,3,-21.299999999999997,-4.3,0.20000000000000018,0.2,2.2,0.6,1.9000000000000021,-5.7,-11.1,-1.6000000000000005,0.8999999999999999,-0.10000000000000003,0.9,0.30000000000000004,-1.0700000000000003,0.54,-22.22,-8.63,0.30000000000000027,0.6,-2.6999999999999997,-0.8999999999999999,0.4,0.10000000000000003,0.4,0.1,9.100000000000023,-30.3,-144.9,-36.099999999999994,0.9000000000000004,1.7,-1.2,-0.9
Indianapolis (-2.5) @ New England,0,0.09090909090909094,-3,1,2,1,-6.339999999999996,-2.9200000000000004,12.259999999999998,-2.76,0.5999999999999999,0.6000000000000001,1.5999999999999999,0.6,0.5,3.2,3.5000000000000004,0.9999999999999998,0.09999999999999987,-0.6,2.1,-0.8,0.19999999999999996,0.2,2.2,-0.30000000000000004,0.39999999999999997,-0.3,0.39999999999999997,0.1,1.1000000000000005,1.0999999999999999,-3.8999999999999995,-0.7,0.7999999999999998,0.49999999999999994,0.8,0.19999999999999996,-4.899999999999977,-27.5,-52.900000000000006,17.3,-0.09999999999999987,-0.8,-0.10000000000000003,-0.2,1.2400000000000002,0.95,3.87,0.17,0.29999999999999893,0,1.3,-0.5,32.39999999999998,22.700000000000003,43.4,-5.1000000000000005,3.8000000000000007,4.5,12.799999999999999,2.6,-0.5,-0.5,-1.5,0.30000000000000004,0.20000000000000284,2.9,0.1999999999999993,4.3,0.5999999999999999,0.19999999999999996,1.5999999999999999,-0.1,1.8500000000000014,0.9700000000000001,-1.7200000000000006,3.41,0.5000000000000002,0.5,2.5,0.5,0.5,0.20000000000000007,-0.5,0.2,36.10000000000002,42.1,37.099999999999994,22.8,1.2999999999999998,0.30000000000000004,1,0.6000000000000001
Seattle (-2.5) @ NY Jets,0,0.14285714285714285,-1,-5,-9,1,5.549999999999997,4.2,10.44,2.3299999999999996,0.5999999999999999,0.8999999999999999,2.6,0,3.1999999999999993,-0.7999999999999998,-3.8,-2.6,0.6,0.6000000000000001,1.6,-0.6,0.5,-0.5,-0.5,0.29999999999999993,0.49999999999999994,-0.5,-0.5,-0.30000000000000004,1.1000000000000005,2.4,6.1,0.09999999999999987,0.7999999999999998,0.7999999999999999,2.8,-0.3,1.5,-8.2,3.5,53.400000000000006,0,0.7,2,0.8999999999999999,1.16,-3.99,-2.0700000000000003,0.5,2.299999999999999,-0.3999999999999999,-2.6999999999999997,-0.30000000000000004,50,-33,-8,-15.9,3.8999999999999986,3.2,14.9,-2.3999999999999995,0,-0.7,0,0.9,1.2000000000000028,-6.5,-3.8,3,0.30000000000000004,0,0.3,0.1,-1.9399999999999977,-2.95,-21.17,-7.71,0.3999999999999999,0.09999999999999998,1.4,-0.4,-0.2,0.5,0.8,-0.30000000000000004,51.900000000000034,-29.799999999999997,19.9,-6.199999999999999,1.1999999999999993,-1.7,-0.7,0.7
