Spread,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average,Target
5.5,-0.05263157894736836,2,1,-6,-1,6.529999999999994,-3.56,-0.21999999999999975,-0.52,-0.10000000000000009,-0.8,-1.1,-2.0999999999999996,-1.5,1.2,-5.5,0.7,0,0,-1,0.8,-1.4,-0.4,-2.4,0.7999999999999999,0.5,0.8,1.5000000000000002,-0.2,-1.0999999999999996,-3.8,-5.1,-3.1,0.20000000000000018,-1.5,-1.8,-2.5999999999999996,-53.79999999999998,38.2,102.2,-62.3,-0.3999999999999999,0.3,0.6000000000000001,-0.39999999999999997,-1.85,-0.19999999999999996,-1.85,1.87,-0.7000000000000011,2.3,0.30000000000000004,1.5,-33.200000000000045,-9.899999999999999,-24.200000000000003,14.799999999999999,-0.1999999999999993,-6.9,-10.2,-16.2,-1.4999999999999996,1.1,2.5,-1.2,-3.5,-0.5,-12.5,-4.7,0.19999999999999996,0.8,2.2,-0.5,0.17999999999999972,9.8,-12.64,3.2199999999999998,0.09999999999999964,-0.6000000000000001,-0.9000000000000004,-2.2,1.7000000000000002,1.4,4.699999999999999,-1.4,-46.5,-25.200000000000003,-132.5,-8.7,1.1000000000000005,-1.3,-0.20000000000000018,-0.9,1
8,-0.0789473684210526,3,0,-2,-6,7.539999999999992,-8.290000000000001,-18.700000000000003,-2.78,0.7999999999999998,-0.9,-2.2,-1.5,7.899999999999999,-0.40000000000000013,-4.1,-6.3999999999999995,0.30000000000000004,-0.30000000000000004,-0.7000000000000001,0.2,0.3999999999999999,1.1,1.4,-0.39999999999999997,-0.40000000000000013,-0.4,-0.40000000000000013,-0.9,0.5,-1.2,-2.5,-1.1,0.5999999999999996,-0.7,-2.4,-1.4,-79.79999999999998,15.2,31.200000000000003,72.7,-0.09999999999999998,-0.4,-0.1,0.6,-0.3799999999999999,3.09,3.0500000000000003,-3.3,6.1,-0.9000000000000001,-4.8999999999999995,-1.9000000000000001,82.5,-20.5,-125.50000000000001,-14.5,6,-5,-14.999999999999998,-12,-1.7000000000000002,0.30000000000000004,0.30000000000000027,1.5999999999999999,-0.40000000000000213,-3.4,-9.399999999999999,-12.5,-0.5,-1.2,-0.5,-0.5,15.39,2.81,-11.4,-23.599999999999998,1,-0.7,-1.9999999999999998,-1.8,-0.9,-2.2,-1.9,-0.10000000000000003,95.19999999999999,-23.1,-162.8,-82.8,0.5,-1.5,-3.3,-0.5,0
7,0.10526315789473684,2,2,3,1,7.830000000000005,-6.01,6.33,-1.2199999999999998,0,0,0,0.3,2.400000000000002,3,4.3999999999999995,0.4,-0.09999999999999998,0.5,-0.1,0.19999999999999998,-0.20000000000000018,0.8,1.8,0.1,-0.39999999999999997,0,-0.39999999999999997,0.30000000000000004,2,-2,-1,0,0.5999999999999996,-0.7,-1.4,0.9,33,47.699999999999996,-4,-20.3,0.2999999999999998,-1.4000000000000001,0.2999999999999998,1,-0.31000000000000005,1.01,0.77,-0.6000000000000001,1.9000000000000004,3.2,8.9,0.4,60.70000000000002,37.4,116.69999999999999,38.9,3.299999999999997,-2.6999999999999997,-5.699999999999999,2.8000000000000003,0.1999999999999993,1.2,0.20000000000000018,-0.1,3.8000000000000007,-0.8999999999999999,-2.2,-0.4,-0.4,-1,-0.4,1.0999999999999999,-4.030000000000001,-2.0400000000000005,20.41,3.2499999999999996,0.19999999999999973,-0.09999999999999998,-0.8,0.5,-0.19999999999999996,-1.9,-2.2,1.1,75.29999999999995,27.299999999999997,101.3,27.799999999999997,1.7999999999999998,-0.7,-0.2,0.5,0
10,0.26315789473684215,5,10,9,1,5.549999999999997,5.4399999999999995,19.380000000000003,-2.73,0.7000000000000002,1,2.7,-0.7,4.000000000000002,2.3000000000000003,4,-1.7,-0.6,0.7,-1.6,0.8,-1.1,-0.4,-2.1,0.6,-0.19999999999999996,0.5,1.7999999999999998,-0.6000000000000001,2.3,4.6,7.3,-3,1.2999999999999998,2,4.3,-1.5999999999999999,-76.5,32.5,89.5,48.9,0,-0.3,0,0.4,-0.6699999999999999,-3.32,-7.949999999999999,1.23,1.200000000000001,2.6,2.1999999999999997,-1.1,32.30000000000001,79.6,96.3,-27.5,6.600000000000001,10.9,23.6,-7.1,-1.6999999999999993,0.8999999999999999,2.3,0.9,8.3,9.9,4.300000000000001,-1,0.09999999999999998,0.8,2.1,-0.4,13.189999999999998,11.7,13.700000000000001,-8.299999999999999,0.7000000000000002,1,2.7,-0.7,1.2,1.1999999999999997,4.2,-1,52.60000000000002,85.89999999999999,96.60000000000001,-50.1,2.2,1,0.6000000000000001,-0.8999999999999999,0
3,-0.05263157894736836,5,1,1,-6,-1.3500000000000014,7.1899999999999995,6.5600000000000005,-3.91,0.3999999999999999,1,0.4,-0.10000000000000003,4,4.7,11,-5.5,-0.09999999999999998,0.20000000000000007,0.9,0.7,1,0,2,0,-0.40000000000000013,0.6,1.6,0.10000000000000003,-1,-0.3999999999999999,-4,-1.5,0.20000000000000018,0.9,0.19999999999999973,-0.6,7.299999999999983,-57.3,-41.699999999999996,25.599999999999998,0.3999999999999999,-0.6,-1.6,0.6000000000000001,1.4,0.68,3.29,0.38,2.9999999999999982,7,10,-3.3,71.59999999999997,35.6,58.6,2.6000000000000014,1.0000000000000036,7.6,4.000000000000001,-2.5000000000000004,-0.3000000000000007,-1.6,-1.2999999999999998,0.7,0.5,1.7999999999999998,1.5,-10.3,-0.30000000000000004,0,0.7,0.4,2.3499999999999943,10.38,6.52,-5.69,0.40000000000000036,1.4,1.4,-0.09999999999999998,-1.3,0,-1.3,0.5,84.19999999999999,21.200000000000003,39.2,-36.800000000000004,0.5999999999999996,-0.09999999999999998,-0.8,0.10000000000000003,0
2.5,-0.10000000000000003,0,0,-5,2,9.790000000000006,-6.8,-19.1,-4.9399999999999995,0.3999999999999999,0.4,0.40000000000000013,-1.5999999999999999,0.3999999999999986,0.7,2.4000000000000004,-0.6000000000000001,-0.20000000000000007,1.1,1.8,0.4,0.5,1.5,1.5,-0.2,-0.4999999999999999,-0.20000000000000007,-1.5,0.6000000000000001,0.40000000000000036,-3.5999999999999996,-11.6,-1.4,0.1999999999999993,-1.1,-3.8,-1.0999999999999999,-39.900000000000006,-5.3,-141.9,45.7,0.29999999999999993,0,1.3,-1.2000000000000002,0.8099999999999998,2.64,2.8099999999999996,0.48,1.5,2.1999999999999997,1.5,-2.2,26.099999999999994,62.8,83.10000000000001,-97.3,2.1999999999999993,-2.4,-9.8,-11.6,-1.2000000000000002,0.09999999999999998,-2.2,1.5,-8.999999999999996,-1.3000000000000003,-12,3.3000000000000003,0,0.3,-1,-0.3,9.75,0.21999999999999997,-3.58,-11.32,0.30000000000000027,0.29999999999999993,0.30000000000000004,-1.7000000000000002,-0.5,-1.1,-2.5,0,11.199999999999989,49.2,40.2,-65.7,-0.39999999999999947,0.4,0.19999999999999996,-3.2,0
11.5,0.24999999999999994,-1,-4,-8,1,-0.3100000000000023,2.3899999999999997,3.0999999999999996,-3.42,1.7,-0.6,2.7,-0.8999999999999999,5.699999999999999,-3.5999999999999996,-2.3000000000000003,1.9,0.30000000000000004,-1,-2.7,0.5,1.1,0.09999999999999998,-1.9,1.1,-0.20000000000000007,-1.2,0.7999999999999999,0.19999999999999998,3.5,-0.7999999999999999,1.5,-1.5,1.7000000000000002,-0.3,2.7,-1.5,-33.79999999999998,90.9,29.200000000000003,1.1999999999999993,1.2999999999999998,-0.4,-0.7,-0.5,0.11000000000000032,-0.94,-0.2699999999999999,2.12,3.9000000000000004,-0.3999999999999999,-3.1,0.5,76.10000000000002,-5.600000000000001,19.1,-20.1,13.099999999999998,-3.2,17.1,-7.5,-0.40000000000000036,0.8999999999999999,-0.3999999999999999,0,6.699999999999999,-8.3,-9.3,1.9000000000000001,0.40000000000000013,-1.3,1.4000000000000001,-0.39999999999999997,11.18,-1.9899999999999998,15.35,-0.2200000000000002,1.6,-0.4,2.6,-1,-0.7,-1.3,3.3000000000000003,-1.5,97.80000000000001,-45.2,-19.2,-7.399999999999999,-0.10000000000000053,-0.7,3,-0.8,1
7,0.050000000000000044,-2,-4,-7,-1,3.249999999999993,-9.02,-0.08000000000000007,-4.92,1.6,-2.7,-4.4,-0.6,4.899999999999999,-9.1,-17.1,-2.9,0,1,1,0.4,-0.5,-0.5,-1.5,0.3,-0.09999999999999987,-0.1,0.9,0.5,4.8999999999999995,1.6,4.9,-2.7,2.4000000000000004,-2,-1.6,-1.4,-30.099999999999994,40.599999999999994,175.89999999999998,50.1,-0.09999999999999987,0.8999999999999999,-1.0999999999999999,-0.1,-1.09,-1.0499999999999998,-4.43,-0.030000000000000027,2.299999999999999,-5,-4.7,-3.3,12.399999999999977,-46.6,-80.6,-46.4,13.499999999999996,-15.8,-22.5,-7.300000000000001,-0.5,1.2000000000000002,4.5,1.1,4.799999999999997,-8.6,-20.2,-2.2,0.2999999999999998,0.30000000000000004,1.3,0.3,3.6899999999999977,-14.62,-37.980000000000004,-6.640000000000001,1.5,-2.9000000000000004,-4.5,-0.7,0.8,0.8,2.8,0,48.30000000000001,-81.69999999999999,-192.7,-36.7,0,-1.2,-2.5,-0.8,1
13.5,0.25,6,9,9,-3,1.8299999999999983,4.53,2.3199999999999994,1.77,1.7999999999999998,-0.19999999999999998,0.7999999999999999,0.5,7,4.6,10,0.6,-0.10000000000000009,0.9,0.8999999999999999,0.2,-0.6000000000000001,0.7,1.4,-0.8,0.30000000000000004,0.6,-1.7,-0.4,5.4,-1.6,-1.6,-0.3999999999999999,2.8000000000000003,0.10000000000000003,0.7999999999999999,0.49999999999999994,-51.900000000000006,-24.6,23.1,-4.499999999999999,0.5,-0.5,1.5,0.7,-1.92,-0.38,-1.78,-1.68,6.6,3.3000000000000003,3.6,2,117,4.699999999999999,76,47.4,15.2,1.5999999999999999,12.2,4,-1.9000000000000004,-0.2,1.1,0.3,4,13.299999999999999,11,-6,0.5999999999999999,0.2,-0.4,-0.2,7.399999999999999,2.08,-2.49,2.2,1.7,0.4,1.7,0.7,1.2000000000000002,-0.5,-1.8,0.6,123.19999999999999,77.2,134.2,11.9,1,0.2,1,0.7,1
2.5,-0.07500000000000007,3,-1,-1,1,0.8200000000000003,-3.5300000000000002,6.88,-0.020000000000000018,0.20000000000000018,-0.2,1.2,-1.3,0.5,-3.5,-6.5,-0.6999999999999997,0.30000000000000004,-0.1,-0.7,0.3,0.10000000000000009,1.4,-0.8999999999999999,-0.8999999999999999,0.10000000000000009,-1.2999999999999998,-0.9,-1.1,0.5,-1.9000000000000001,-1.5,2,0.2999999999999998,-1.1,-0.7,-0.19999999999999996,-14.800000000000011,-6.5,-120.8,-1.3000000000000007,0.7999999999999998,0.1,-0.20000000000000007,1.1,0.33000000000000007,3.59,-3,-2.42,0.5,-1.1,1.5,0.30000000000000004,-12.199999999999989,-30.799999999999997,-4.2,-8.2,0.5,-3.2,4.5,-5,0.40000000000000036,-0.29999999999999993,-2.6,0.19999999999999996,4.700000000000003,-5.6000000000000005,-13.299999999999999,0.39999999999999947,0.7999999999999998,-0.9,-0.2,-0.4,-0.6799999999999997,0.75,29.66,-7.62,0.10000000000000009,-0.30000000000000004,1.1,-1.2,0.7000000000000001,-2.3,0.7,0.4,8.099999999999966,-37.2,-10.899999999999991,4.600000000000001,0.5,-0.6000000000000001,3.5,-0.6,0
2.5,0.14999999999999997,-2,1,1,0,5.980000000000004,2.43,5.13,-2.96,0.10000000000000009,0.1,2.1,-0.2,-2.1000000000000014,2.3,-0.10000000000000009,-0.7,-0.3999999999999999,0.6000000000000001,-2.4,0.7000000000000001,-0.40000000000000013,0.6000000000000001,-0.40000000000000013,-1.6,0.8999999999999999,0.30000000000000004,2.9,0.6,1.5999999999999996,-2.4,0.5999999999999999,0.3999999999999999,1,-1.2999999999999998,1,0,5.599999999999994,-25.4,136.6,10.3,0.30000000000000004,-0.7,1.3,0.7,-1.54,2.54,-1.54,-1.0699999999999998,1.6999999999999993,1.0999999999999999,-0.2999999999999998,-1.7,47.5,-6.5,-10.5,-25.1,2.6000000000000014,-1.4,13.6,-0.8,0.5,0.10000000000000009,3.5,0.3,-5.399999999999999,3.3,11.6,3.6,1.4000000000000001,-0.30000000000000004,3.4,0.9000000000000001,-3.759999999999998,0.32999999999999996,-3.76,-6.83,0.09999999999999987,0.1,2.1,-0.19999999999999998,1.8,-0.9,3.8,2.5,2.3000000000000114,25.599999999999998,40.3,-21.2,1.1000000000000005,-0.1,3.5,-0.19999999999999998,1
4.5,0.09999999999999998,4,0,-9,-1,6.470000000000006,2.51,-0.40000000000000036,-4.94,0,0.3,0,0.5,4.599999999999998,-1.1,-7.4,-3.8,0.8999999999999999,-1.7000000000000002,-2.1,-0.8,0,-0.3,-1,-0.5,0.09999999999999998,1.1,1.0999999999999999,1.2000000000000002,-0.8999999999999995,3.4000000000000004,5.1,1,-0.09999999999999964,0.9,1.9,1.3,-24.30000000000001,-16.3,74.69999999999999,47.4,0,0.6,4,1.5,-0.4099999999999997,-0.6100000000000001,-5.06,-1.77,2.4000000000000004,0.7000000000000001,-5.6,-2.4,32,30.999999999999996,-17,0.1999999999999993,2.1000000000000014,3.1,8.1,7.3,-0.7000000000000002,-0.29999999999999993,1.2999999999999998,1.4,2.6000000000000014,-1.1,-7.4,-2.2,-0.10000000000000009,0.8999999999999999,1.9,2,5.950000000000003,12.17,-22.87,-10.879999999999999,0.40000000000000036,0,0.39999999999999997,0.9,-0.09999999999999998,1.3,2.9,2.5,47.5,15.5,-91.5,-41.3,0,1.2999999999999998,4.8,0.7,1
7.5,-0.15000000000000002,0,-3,-5,-1,4.010000000000005,14.42,7.14,-0.7400000000000002,0.30000000000000027,0.30000000000000004,0.29999999999999993,-0.4,1.3000000000000007,-2.7,-5.7,-1,0.5,-0.8,-2.5,0.2,0,0.30000000000000004,2,-0.7,-0.9,-0.2,0.09999999999999998,-0.4,0.9000000000000004,-4.1000000000000005,-5.1,-1.0999999999999999,0.40000000000000036,-0.8999999999999999,-0.5999999999999999,-0.7,-66.6,39.7,20.4,17.9,1.3,-0.39999999999999997,0.29999999999999993,0,0.31000000000000005,1.67,6.56,-0.93,-2.799999999999999,3.5,0.2,-0.7000000000000001,-61.39999999999998,53.6,76.6,-43.4,2.3000000000000007,-2.6999999999999997,-3.6999999999999993,-3.9999999999999996,-1.7999999999999998,0.5,1.2000000000000002,0.4,5.600000000000001,-8.700000000000001,-5.4,-1.1,-0.6000000000000001,-0.9,-1.6,-0.6,-4.540000000000006,2.49,10.93,-2.7199999999999998,0.19999999999999973,0.19999999999999996,0.20000000000000007,-0.4,-0.6000000000000001,-1.2000000000000002,-3.6,0.10000000000000003,33,-27.700000000000003,13,-35.5,-0.40000000000000036,1.5,3.6,-0.19999999999999996,1
5,0.10000000000000003,1,2,2,-4,2.3599999999999994,-1.76,6.619999999999999,-5.13,0.3999999999999999,0.40000000000000013,0.3999999999999999,-0.4,0.8999999999999986,-0.7999999999999998,-1.1,-1.5,-0.29999999999999993,-0.3,-0.29999999999999993,0.5,-0.7000000000000001,-1,-0.7000000000000001,0.9,-0.19999999999999996,0.8,1.7999999999999998,-0.2,0.7000000000000002,5.7,9.7,-3.7,0.5,2.2,3.5,-1.5,-12.299999999999983,8.699999999999996,-125.3,-7.5,0,-0.4,-2,0.6,-0.6499999999999999,-0.78,-0.6499999999999999,1.35,0.40000000000000036,-1.2,1.4000000000000001,-1.2,32.70000000000002,9.100000000000001,58.699999999999996,-32.7,3.3000000000000007,8.3,12.3,-5.9,-0.09999999999999964,0.19999999999999996,-3.0999999999999996,0.1,1.5999999999999979,6.9,2.6000000000000005,-3.4000000000000004,-0.30000000000000004,1.1,0.7,-0.10000000000000003,8.439999999999998,6.09,17.060000000000002,-7.08,0.3999999999999999,0.40000000000000013,0.3999999999999999,-0.4,0.4,2.1,1.4,-1,17.5,14.199999999999996,54.5,-48.9,0.6000000000000005,1.2000000000000002,2.5,-0.5,0
6.5,0.04999999999999993,-1,2,7,0,1.5100000000000051,9.55,15.02,-1.0899999999999999,1.1,0.39999999999999997,2.1,-0.9,0.8000000000000007,0.8,3.8,-1,-0.20000000000000007,-2.6,-3.2,1,-0.6000000000000001,-1.3,-0.6,0.6,0,0.3,0,0.4,-2.8000000000000007,2.5,4.199999999999999,-1.8,0.10000000000000053,1.4,3.1,-0.8999999999999999,64.9,49.9,6.899999999999999,38.099999999999994,-0.5,-1.5,-1.5,0.10000000000000003,0.2200000000000002,-2.63,-3.48,1.28,2.3000000000000007,-0.7000000000000002,-1.7,1.9,101.9,-51.1,-62.1,9.5,4.400000000000002,6.3999999999999995,19.400000000000002,-6.6,1.3000000000000003,0,-0.7,1.1,-2.8999999999999986,5.1,11.100000000000001,-3.7,-0.7,-0.30000000000000004,-0.7,0.5,3.0500000000000043,12.16,14.16,-9.45,1.1999999999999997,0.5,2.1999999999999997,-0.8,-0.09999999999999998,0.9,-0.09999999999999964,-0.10000000000000003,64.5,-49.199999999999996,-2.4999999999999982,-20.7,1.4000000000000004,0.8,1.3,-1.2,0
9.5,0.15000000000000002,3,3,3,-3,-7.3899999999999935,12.26,14.49,2.54,0.10000000000000009,0.09999999999999998,0.09999999999999987,0.6,-0.6999999999999993,-1,-0.7,0.6000000000000001,0.19999999999999996,0.5,0.2,0.4,-0.8,-0.8,0.19999999999999996,-0.8,1.3,-1.7,-3.6999999999999997,0,1.3000000000000007,-0.7,-7.699999999999999,-2.4,0.39999999999999947,0,-2.6,-0.10000000000000003,-10.199999999999989,-85.8,-21.2,37.4,-0.19999999999999996,0.8,0.8,0.8,-2.2299999999999995,2.21,4.0200000000000005,-2.15,-0.9000000000000004,-0.8999999999999999,-2.9000000000000004,1.9,-52.80000000000001,-11.5,-70.8,52.5,0.7000000000000028,0.6999999999999997,-8.3,2.4000000000000004,0,-2,0,0.4,3.8999999999999986,4.2,-2.0999999999999996,-3,1.2000000000000002,-1.0999999999999999,-2.8,0.19999999999999998,6.700000000000003,10.11,-5.390000000000001,5.76,-0.09999999999999964,0.2,-0.10000000000000009,0.7999999999999999,2,-0.4,-3,1,-37.599999999999966,13,-48.599999999999994,25.1,-1.1000000000000005,0.6,-0.9999999999999999,0.4,0
3,-0.10000000000000003,0,-2,0,-3,7.150000000000006,-3.09,-14.079999999999998,-2.02,0.19999999999999973,-0.5,2.2,0,4.599999999999998,-0.8,-1.4,-2.4000000000000004,-0.4999999999999999,0.19999999999999996,-0.5,0.5,0.5,-0.2,-0.4999999999999999,0.7,0,0.4,1,0.2,-1.0000000000000009,0.30000000000000027,-2,0.6,-0.20000000000000018,0.5,0.7999999999999998,0,-11.699999999999989,3,172.3,16.5,-0.5,-0.09999999999999998,-0.5,-0.1,0.1200000000000001,0.49000000000000005,0.1200000000000001,0.5800000000000001,4.000000000000002,-0.39999999999999997,-4,-1,59.10000000000002,-5.899999999999999,-34.900000000000006,-6.3,0,2.0000000000000004,11.000000000000002,-0.8,-0.2999999999999998,0.09999999999999987,3.7,0.1,-0.8000000000000007,-6.1,7.2,-5.199999999999999,-0.5,0.2,1.5,0.1,11.719999999999999,-9.780000000000001,-19.05,-11.24,0.20000000000000018,0.2,2.2,-0.2,-1,0.30000000000000004,2,-0.6,59.69999999999999,-3.6000000000000014,41.7,-18.3,0.20000000000000018,-0.4,0.29999999999999993,0.1,0
7,0.09523809523809529,1,3,0,-2,-7.020000000000003,4.14,16.81,-6.659999999999999,-0.7,1.3,2.3,-0.7999999999999999,-3,-1,-12,-1.1,-0.5,-0.5,-3.5,0.2,-0.5999999999999999,0.4,-0.6000000000000001,-0.5,0.19999999999999996,-0.1,1.2,0.4,1.5999999999999996,-3.4000000000000004,-4.4,0.4,-0.20000000000000018,-0.5,-0.2,-0.2,38.79999999999998,37.5,177.79999999999998,46,-0.20000000000000018,0.2,2.8,0.2,-0.5300000000000002,0.57,-2.7,-1.62,-0.09999999999999964,0.19999999999999996,-6.1,-0.5,5.599999999999994,6.299999999999999,-126.39999999999999,-17.1,-3.6000000000000014,3.4000000000000004,8.4,-2.2,0.39999999999999947,0.7000000000000001,4.3999999999999995,1.3,0.10000000000000142,6.1,1.1,-2.9000000000000004,-0.10000000000000009,0.2,2.9,0.30000000000000004,-2.8299999999999983,5.4,-7.24,-9.23,-0.8000000000000003,1.2,2.1999999999999997,-0.39999999999999997,0.6,-0.10000000000000003,3.5999999999999996,0.8999999999999999,-14,-2.3000000000000007,-145,-29.4,0.09999999999999964,0.49999999999999994,-0.8000000000000003,-0.6000000000000001,1
3.5,0,4,3,13,-1,6.8899999999999935,2.17,7.43,-0.41000000000000014,-0.3999999999999999,0.3,-0.4,-0.39999999999999997,-1.3000000000000007,3.1,6.699999999999999,-0.49999999999999994,-0.6000000000000001,0.4,-0.6000000000000001,0.49999999999999994,-0.8,-0.09999999999999998,0.19999999999999996,0.39999999999999997,0.30000000000000004,0.6,0.3,0.19999999999999998,-1.8000000000000007,3.9000000000000004,10.2,-0.5000000000000002,-0.5,1.1,3.5,-0.9000000000000001,-33.599999999999994,-63.599999999999994,-107.6,-17.1,-0.7,0.7,2.3,-0.5,-1.1,-0.19999999999999998,3.55,-0.09999999999999987,-2,3.3,3,-0.9,-55.900000000000034,30.1,-23.9,4.800000000000001,-4.600000000000001,5.1000000000000005,7.4,-3.5,-1.1999999999999997,-0.7999999999999999,-2.2,-0.30000000000000004,1.2999999999999972,5.300000000000001,14.3,-0.3999999999999999,-0.09999999999999987,0.9,1.9,-0.39999999999999997,7.140000000000001,15.61,19.77,-0.79,-0.3999999999999999,0.3,-0.4,-0.39999999999999997,0.6,0.9999999999999999,1.5999999999999999,-0.9,-24.5,44.199999999999996,52.5,1.7999999999999998,1.0000000000000009,0.7,-2.5,0.1,0
1.5,0,1,4,6,-3,-2.729999999999997,9.620000000000001,5.57,1.6,-0.2999999999999998,0.4,-1.3,0.3,-1,2.7,-0.9999999999999996,0.2,0.40000000000000013,0.39999999999999997,-1.6,0.4,0.5999999999999999,-0.39999999999999997,-2.4000000000000004,-0.8,0.9,-0.7000000000000001,1.9,0.09999999999999998,-1.200000000000001,0.5,6.800000000000001,-3.6,-0.7999999999999998,0.2,2.1999999999999997,-1,43.099999999999994,-109.6,-97.9,25.3,-0.8,-0.1,0.19999999999999998,0.6,0.09999999999999987,1.8199999999999998,-3.35,-2.5,1.5999999999999996,0.8999999999999999,1.5999999999999999,1.4,30.80000000000001,-9.2,-46.2,25.4,-4.699999999999999,1,-2.7,-2.3,0.8999999999999995,-2.8,-2.0999999999999996,0.30000000000000004,-1.5,2.8,-1.5,-5.1,0.6000000000000001,-0.7,0.6,-0.19999999999999996,-0.22000000000000597,5.25,-0.21999999999999975,0.3999999999999999,-0.5,0.2,-1.5,0.3,0.09999999999999998,-0.2,3.1,0.7,-19.399999999999977,47.3,-38.400000000000006,8.2,0.2999999999999998,1,1.0999999999999999,0,0
8,0.19047619047619052,3,4,-2,-3,-3.6899999999999977,2.3400000000000003,-14.32,0.32999999999999996,1.2999999999999998,-0.09999999999999998,0.30000000000000004,0.3,5.200000000000003,1.8999999999999995,-6.800000000000001,0.2,0.20000000000000007,-0.1,0.20000000000000007,0.2,-0.19999999999999996,0.2,-2.2,-0.7,0.4,-0.30000000000000004,0.39999999999999997,-0.6000000000000001,3.5,-2.9000000000000004,-0.5,1,2,-0.7,0,0.8,-26,7.3,196,-0.7000000000000002,-0.10000000000000009,-0.1,0.8999999999999999,0.8999999999999999,-1.4099999999999997,1.49,-1.4099999999999997,-0.53,5.1,-0.2999999999999998,0.10000000000000053,1.7999999999999998,69.90000000000003,-61.10000000000001,-67.1,48.1,10.600000000000001,-1.8000000000000003,0.5999999999999996,4.1,-0.8999999999999999,0.1,4.1000000000000005,0.30000000000000004,1.6000000000000014,5.6,-6.4,-4.9,0.5999999999999999,0.2,1.5999999999999999,0,11.489999999999995,0.040000000000000036,-26.07,2.5,1.1999999999999997,0.19999999999999996,0.19999999999999996,0.6,0.8,0.2,3.8,0.6,68.60000000000002,-22.1,-107.39999999999999,30.400000000000002,-0.39999999999999947,-1.1,-3,0.6,1
