Spread,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average,Target
1,-0.03125,0,2,2,4,-4.640000000000001,5.34,4.720000000000001,3.46,-0.9000000000000001,-0.5,0.10000000000000009,-0.8999999999999999,0,2.7,10,0.19999999999999996,0.5999999999999999,-0.09999999999999998,1.6,0.4,-0.30000000000000004,0.7,1.7,0.4,-0.09999999999999998,0.30000000000000004,0.9,0.1,0.8999999999999995,-1.7000000000000002,-7.1000000000000005,-2.6,0.10000000000000053,0.7,0.09999999999999998,-0.1,-22.400000000000006,-40.8,-144.4,-23.9,-0.5,0.5,-0.49999999999999994,0,-0.17999999999999994,0.78,1.13,1.45,-2.9000000000000004,0.10000000000000009,10.1,-1.6999999999999997,-55,-15.700000000000003,74,-53.8,-4.399999999999999,3.5999999999999996,7.6,-1.2,-0.2999999999999998,-1,-3.3,-0.10000000000000009,3.6000000000000014,5.199999999999999,-0.3999999999999986,7.800000000000001,-0.5,0.5,0.5,-0.2,-5.200000000000003,5.47,0.7599999999999998,0.4,-0.8999999999999999,0.8,2.1,0.09999999999999998,-0.2,-0.2,-1.2,-0.5,-52.80000000000001,37.9,88.2,5.399999999999999,-1.6999999999999993,-0.30000000000000004,-0.19999999999999996,-0.09999999999999998,1
3,-0.03125,0,1,7,-4,-2.720000000000006,6.6,21.86,-1.62,0.5000000000000002,0.8,2.5,-0.49999999999999994,-2,4,12,-2.5,1.1,0.1,1.1,0.09999999999999998,1.8,-0.9,-2.2,-0.49999999999999994,1,-0.7,0,-0.3,-5.499999999999999,-0.2,2.5,2,-1.2999999999999998,0,2.7,0,-19.80000000000001,-33.099999999999994,-66.8,-13,-1.2,-1.2,-2.2,-0.7,1.8100000000000003,-3.1999999999999997,-7.87,-2.58,-1.6999999999999993,3,8.3,-0.9,-20,67,159,64.19999999999999,-3.8000000000000007,3.5,16.2,1.7,-0.20000000000000018,-1.2,-3.2,0.09999999999999998,-2.8000000000000007,2.9000000000000004,10.2,-4,0.8,-1.5,-1.2,-0.9,-3.6799999999999997,-4.120000000000001,30.17,-16.689999999999998,0.2999999999999998,0.6,2.3,-0.2,-1,-0.6,1,-0.3,-37.30000000000001,117.4,191.7,70.9,-0.5999999999999996,2,3.4000000000000004,2,0
2.5,0,0,2,-5,6,-5.810000000000002,0.22000000000000003,-5.540000000000001,-1.15,0,0.7,2,0.5,-4.300000000000001,1.7,6.7,2.2,0,-0.30000000000000004,-2,0,-1.1,-0.09999999999999998,-1.0999999999999999,-0.10000000000000009,0.19999999999999996,0.5,0.2,0.7,-3,2.7,2,2,-0.7999999999999998,1.5,2.2,0.7,160.39999999999998,-30.6,-101.6,-19.099999999999998,-1,0.3,-2,0,-0.7999999999999998,-1.16,-5.07,0.69,-6.100000000000001,1.9,2.9000000000000004,2.4000000000000004,-100.30000000000001,-1.6999999999999993,50.7,64.2,-3.6999999999999993,6,13.3,4.3,3.7,-0.3,-2.3,-0.30000000000000004,5.5,-0.8,-1.5,9,0.10000000000000009,0.4,0.09999999999999998,0.09999999999999998,-18.56,2.17,25.479999999999997,14.46,-0.20000000000000018,0.49999999999999994,1.8,0.3,1.4,0.7,1.4000000000000001,0.3999999999999999,-77.69999999999999,-23.400000000000002,66.3,81.8,0.09999999999999964,-0.39999999999999997,1.3,2.5,1
3.5,-0.09375,-2,2,6,-4,-2.460000000000008,-4.46,-9.12,-2.27,0,-1,-2,0.8,-1.9000000000000021,0.7,1.0999999999999999,-2.4,0.5,0.2,0.5,-1.3,0,-0.30000000000000004,-2,0.19999999999999998,0.30000000000000004,0,1.3,0.6000000000000001,-1.700000000000001,0.30000000000000004,2.3,-1.9,-1,-1,-1,0.7,37.5,34.2,88.5,8,1,-0.7,-1,-0.30000000000000004,0.4800000000000002,-0.75,-6.1899999999999995,0.21999999999999986,-1.5,-2.2,-1.5,-1.3,-54.900000000000006,-15.9,-26.9,-62.1,-3.900000000000002,-7.9,-11.9,4.9,0.9000000000000004,0.9,1.9,0.09999999999999987,-1.0999999999999979,2.1999999999999997,7.8999999999999995,-2.1,0.8,-0.9,-0.2,0.8,-8.009999999999998,-5.2700000000000005,-5.91,-1.3900000000000006,-0.40000000000000013,-1.4,-2.4,1.1,0.8999999999999999,-0.4,1.9,0.7,-78.69999999999999,3.3,11.3,-61.900000000000006,-1.3000000000000007,-0.8,-2.3,-0.5000000000000001,0
3.5,0.0625,-3,-3,3,3,6.319999999999993,-0.1200000000000001,0.26000000000000023,4.56,0.20000000000000018,-0.5,0.19999999999999996,0.9,-3.3000000000000007,-4.3,-6.3,3,-0.7,0,-0.7,-0.09999999999999998,-0.19999999999999996,1.4000000000000001,-0.2,-0.2,0.19999999999999996,-0.49999999999999994,-1.8,0.8999999999999999,-3.8000000000000007,-1.5000000000000002,-0.8,1.9,-1.2000000000000002,-1.8,-2.2,1.4,79.39999999999999,26.799999999999997,12.400000000000006,-29.200000000000003,0.10000000000000009,0.09999999999999998,-0.8999999999999999,0.10000000000000009,-2.49,2.77,-2.49,0.6,0,-2.7,-6,1,22.80000000000001,-37.9,-33.2,2.0999999999999996,-3.1999999999999993,-8.2,-12.2,8.5,2.2,0.8999999999999999,0.19999999999999996,-0.8,-5.200000000000003,-3.9,-0.20000000000000018,2.8,0.8,-0.19999999999999998,-2.2,0.5,-11.219999999999999,-3.11,2.629999999999999,1.6,0.20000000000000018,-1.2,-1.8,1.2,1,-1.7,-2,0.7,-51.69999999999999,-69.7,-8.700000000000003,13.899999999999999,1.2000000000000002,-1.6,-0.5,0.2,0
2.5,0,-2,0,-7,-1,8.760000000000005,3.77,2.17,3.3600000000000003,0.2999999999999998,1.9,1.3,-1.7,4.5,0.2,-2.5,-2.9,-1.7,-0.7,0.30000000000000004,0.3,-0.19999999999999996,-0.8999999999999999,2.8,0.5,-0.8999999999999999,-0.30000000000000004,-0.8999999999999999,0.8,0.2999999999999998,-0.1,-1.7,0.3,-0.09999999999999964,1.3,-0.09999999999999998,-0.8,-39.80000000000001,13.8,-29.799999999999997,-6.8,0.19999999999999996,1.5,1.2,-0.8,1.0199999999999998,-0.33999999999999997,5.9,0.7699999999999999,2.1999999999999993,0.2,2.2,-1.4,66.60000000000002,-29.7,89.6,-66,-1.3000000000000007,8.3,-3.3,-6.6,-0.5,0.19999999999999998,-0.49999999999999994,-0.1,1.1000000000000014,4.1,-10.9,-1.9,-0.8999999999999999,0.7,0.09999999999999998,0.39999999999999997,0.75,-2.5100000000000007,-24.740000000000002,0.4700000000000002,-0.09999999999999964,1.6,-0.10000000000000009,-1.1,-0.7,1.6,-2.7,-0.1,94.39999999999998,22.1,96.4,-75.89999999999999,2.2,0.7999999999999999,2.8,-1.9,1
16.5,0.23529411764705882,3,-2,-3,-3,4.560000000000002,-8.5,8.97,-10.65,1.8,-1.5,-4.2,-0.7999999999999999,7.200000000000001,-8.2,-14.8,-3.0999999999999996,-0.7000000000000001,-1.1,0.3,-0.3,-0.3999999999999999,-0.39999999999999997,0.6000000000000001,0.19999999999999996,-0.10000000000000009,-0.09999999999999998,-0.1,-0.49999999999999994,3.1999999999999997,-4.1,-2.8,1.5999999999999999,2.5999999999999996,-2.0999999999999996,-3.4,0,-89.1,119.89999999999999,-19.10000000000001,46.6,-0.30000000000000004,0.4,0.7,0.7,-2.1100000000000003,-1.6600000000000001,-2.1100000000000003,0.33999999999999997,0.6999999999999993,-9.7,-14.3,1.2999999999999998,48.099999999999994,-167.60000000000002,-238.9,68.4,14.499999999999998,-13.5,-27.5,-3.1000000000000005,-1.9,3.0999999999999996,0.09999999999999987,0.7999999999999999,11.100000000000001,2.0999999999999996,0.09999999999999964,-4.9,0.20000000000000018,-0.2,0.19999999999999996,-0.09999999999999998,17.45,-5.14,-9.22,1.78,1.7999999999999998,-1.5,-4.2,-0.8,0.6,0.19999999999999996,-0.39999999999999997,-0.3999999999999999,123.39999999999998,-127.3,-225.6,51.4,2.3999999999999995,-2.7,-1.1,-0.6,0
12.5,0.23529411764705882,2,-2,-14,3,1.8299999999999983,1.6,-7.540000000000001,-2.83,1.0000000000000002,0.7,-1,-0.2,3.700000000000003,4.7,1.7000000000000002,0,-0.09999999999999998,-1.5,-1.1,-0.8,-0.40000000000000013,0.29999999999999993,3.5999999999999996,0.10000000000000003,0.6000000000000001,-0.09999999999999998,-0.4,-0.1,3.0999999999999996,1.8,-4.9,1.7,2,1,-2,0.5,-72.8,-37.5,101.2,-25,0.3999999999999999,-0.8999999999999999,-2.6,1.2,-0.33999999999999986,2.09,6.64,-0.38999999999999996,1.4000000000000004,3.4,0.4,1.7,23.00000000000003,24,-10,-6.199999999999999,10.8,5.5,-9.200000000000001,0.3999999999999999,-1.8000000000000003,-0.8,1.2000000000000002,-0.1,6.399999999999999,0.09999999999999998,-9.600000000000001,1.9000000000000001,0.7999999999999999,-0.8999999999999999,-2.2,0.8,-1.3200000000000003,10.98,-9.649999999999999,6.699999999999999,1.3,0.6,-0.7,-0.2,1.3,-1,-5.7,0.7,67,32.4,-23,5.300000000000001,0.39999999999999947,-0.09999999999999998,-0.8999999999999999,-0.30000000000000004,1
1.5,0.15257352941176472,1,-1,2,-2,0.970000000000006,2.63,0.97,3.9800000000000004,-0.3999999999999999,0.19999999999999998,-1.4,0.09999999999999998,2,0,1,-0.4,-1.2,-0.2,0.8,0.1,-0.09999999999999987,0.9,3.9000000000000004,0.39999999999999997,-0.10000000000000009,0.5,-0.1,0.10000000000000003,-0.40000000000000036,0.2,-7.4,-2.2,-0.2999999999999998,0.10000000000000003,-4.3,-0.8,12.700000000000017,-0.2999999999999998,44.699999999999996,25.7,0.7999999999999999,0.4,-1.2,-0.19999999999999998,1.87,0.10000000000000009,5.72,0.67,0.40000000000000036,-0.30000000000000004,-0.5999999999999999,0.5,-2.799999999999983,0.1999999999999993,-22.800000000000004,-11.5,-4.199999999999999,-2.1999999999999997,-25.200000000000003,-3.9,1.4,0.1,1.4,0.19999999999999998,0.10000000000000142,2.4,5.1,-0.8999999999999999,0.09999999999999987,1.1,-0.8999999999999999,-0.19999999999999996,-15.020000000000003,-4.73,-11.69,0.9500000000000002,-0.7000000000000002,-0.39999999999999997,-2.7,-0.2,0.09999999999999998,0.09999999999999998,-4.9,-0.7,21.30000000000001,6.300000000000001,-0.6999999999999957,-17.7,0.2999999999999998,0.5,-0.19999999999999996,-0.10000000000000003,0
3.5,0.08639705882352944,-2,-1,3,2,0.38999999999998636,-4.91,0.5899999999999999,3.42,-0.19999999999999996,-0.5,-0.2,0.8,-5.400000000000002,0.6,2.5999999999999996,1.3,0.4,-0.6000000000000001,-0.6,-1.2,-0.7,0.3,-1.7,-0.7,-0.20000000000000007,0.7999999999999999,0.7999999999999999,1.1,-0.7999999999999998,-0.10000000000000003,2.2,1.2,-0.2999999999999998,-0.7,-1.2999999999999998,0.4,103.80000000000001,22.8,-34.2,-70.2,-0.19999999999999996,0.09999999999999998,1.8,0.2,-0.34999999999999987,1.02,-0.34999999999999987,-0.15999999999999992,-4.1,-0.09999999999999987,-1.1,-0.4,-99.69999999999999,-24.1,-8.699999999999996,-5.000000000000002,-1.3000000000000007,-5.3,-6.3,4,2.6,0.2,-2.4,-2.1,-0.3000000000000007,-2.3,13.700000000000001,7.7,0.5999999999999999,0.6000000000000001,1.5999999999999999,1.2,-16.810000000000002,2.2,21.07,13.98,-0.10000000000000009,-0.7,-1.1,0.6,1.2999999999999998,0.29999999999999993,3.3000000000000003,1.9,-104,-36.6,9,30.700000000000003,-1.9000000000000004,-1.2000000000000002,2.2,1.7999999999999998,0
6.5,0.05514705882352944,2,-2,5,-4,0.6499999999999986,-5.739999999999999,-3.16,-4.58,0,-0.3,0,0,1.6000000000000014,-4.8,-3.4,-5.800000000000001,-1.3,0.3,0.7,-0.3,-1.4000000000000001,0.30000000000000004,0.6000000000000001,-0.4,-0.4,-0.39999999999999997,-0.4,0,4.800000000000001,-3.5,1.7999999999999998,2.8,2,-1,0,1,16.69999999999999,-6.700000000000003,-15.299999999999997,64.1,1.3,0.30000000000000004,-0.7,-0.3,-2.0300000000000002,1.88,-1.3900000000000001,-2.17,3,-3.7,-4,-2.7,54.19999999999999,-76.39999999999999,-141.8,32.2,5.900000000000002,-6.4,-3.1,2.6,0.40000000000000036,1.0999999999999999,0.3999999999999999,2.1,5.599999999999998,-0.09999999999999964,7.6000000000000005,-4.8,0.7,-0.30000000000000004,0.7,0,0.03999999999999915,-0.9600000000000001,-21.18,-14.67,0.30000000000000027,-0.4,-0.7000000000000001,0,2.0999999999999996,-0.6,0.09999999999999987,0.39999999999999997,51.69999999999999,-112.3,-118.3,1.1000000000000014,1.5999999999999996,-1.3,-0.1,0.39999999999999997,0
6.5,0.09742647058823528,4,-2,-13,4,0.6700000000000017,2.7300000000000004,-11.829999999999998,-9.379999999999999,0.5999999999999999,0.30000000000000004,-0.4,0.30000000000000004,6.099999999999998,-0.4999999999999999,-3.9000000000000004,-0.09999999999999964,-0.19999999999999996,-0.5,-1.2,0.09999999999999998,-1.2000000000000002,0.8,4.8,-0.2,-0.20000000000000007,-0.9,-2.1999999999999997,0.3,7.3,0,-5.7,1,2.5,0.2,-2.5,0.3,-70.6,-36.6,-91.60000000000001,132.1,0.30000000000000004,0.3,-0.7,1,-3.4999999999999996,3.33,9,0.5799999999999998,4.1000000000000005,-0.9,-1.9,-1.4,96.10000000000002,-1.5999999999999996,-74.9,-72.9,10.100000000000001,0.09999999999999998,-16.9,2.8,-1.7999999999999998,-1.1,-2.8,2.9000000000000004,7,-6.3,-17,6.5,-0.6,-1.2000000000000002,-3.6,0.6,10.259999999999998,-2.3,3.4399999999999995,-9.63,0.5999999999999999,0.2,-1.4000000000000001,0.4,0.6,-2.1,-8.399999999999999,0.8,169.39999999999998,-7,-136.6,-29.4,2.0999999999999996,0.6,-3.1999999999999997,-1.2,1
10.5,0.1470588235294118,5,0,-3,-1,4.5,4.1,10.639999999999999,-8.21,0.20000000000000018,0.20000000000000007,-0.7999999999999998,-0.4,-0.6999999999999993,-0.2999999999999998,-6.7,-3.7,-0.09999999999999998,0.19999999999999998,0.8999999999999999,0.19999999999999998,0.09999999999999998,-0.19999999999999996,0.09999999999999998,-0.8999999999999999,0.30000000000000004,0.30000000000000004,1.3,-0.09999999999999998,-1,2,-2,-0.5999999999999999,-0.10000000000000053,0.19999999999999996,-1.1,-0.1,-6.200000000000017,-51.2,-37.199999999999996,31.799999999999997,-1.1,-0.4,-0.09999999999999998,-0.1,0.08999999999999986,-0.8200000000000001,0.08999999999999986,-2.66,0.3999999999999986,-2,-5.6,-2.9000000000000004,14.400000000000006,-39.9,-169.6,-48.9,0.3999999999999986,2.7,-8.6,-0.6000000000000001,-0.2999999999999998,-0.9,0.7,1,-0.1999999999999993,4.1,2.799999999999999,2.5,0.4,0.4,1.4000000000000001,0.1,0.4799999999999969,2.7500000000000004,0.48,-13.559999999999999,0.2999999999999998,0.30000000000000004,-0.7000000000000001,0,0.3,0.6,1.3000000000000003,1,-2,-4,-181,-43.7,0.6000000000000005,0.4,-1.8,-0.09999999999999998,1
2.5,0.03492647058823528,0,-1,-4,1,3.8999999999999986,-2.54,-20.540000000000003,-5.56,-0.7000000000000002,2,-1.7,0.8999999999999999,-3.099999999999998,3.9000000000000004,-2.0999999999999996,0.19999999999999996,0,-0.3,0,-0.2,-1.5000000000000002,-0.09999999999999998,4.5,0.2,0.09999999999999998,0.7,0.09999999999999998,0.4,-4.1,1.6,-5.1000000000000005,0,-2.3000000000000003,1.7,-2.3,0.5,87.40000000000003,28,260.4,87.1,-0.7999999999999999,-1.1,-1.8,-0.30000000000000004,-2.5999999999999996,-2.33,3.33,0.22999999999999998,-4.399999999999999,3,-2.4000000000000004,1.4,-64.9,27.8,-5.900000000000006,15.4,-11.5,13.5,-8.5,4.1,1.7000000000000002,0.7,5.7,2,1.1999999999999993,-2.5,-13.8,-1.2,-0.5,0.5,-0.5,0,-2.950000000000003,7.3100000000000005,-24.169999999999998,0.9099999999999999,-1.1999999999999997,1.8,-1.2,0.6,0.8999999999999999,0.5,-5.1000000000000005,-0.4,-61.099999999999966,26.9,-57.10000000000001,-7.3999999999999995,-0.09999999999999964,-0.3,-3.5,-0.3,1
5.5,0.14889705882352944,2,-1,-3,2,-0.9200000000000017,4.58,-4.16,4.42,1.1,-0.6,-2.9000000000000004,-0.9000000000000001,5.800000000000001,-3.8000000000000003,-2.2,-1.2,0.19999999999999996,-0.7999999999999999,2.1999999999999997,-0.4,-0.30000000000000004,-0.3,-0.3,0.4,0,1,-2,-0.3,-0.09999999999999964,-1.8,-4.1,0.9,1,-0.3,-1.9999999999999998,0.4,-60.599999999999994,10.099999999999998,-1.6000000000000014,-72.9,0.4,0.7,1.4,0.39999999999999997,-0.72,-0.019999999999999962,-0.72,0.97,0.7000000000000011,-5.3,-9.3,-5.3,13.900000000000006,-78.5,-173.10000000000002,-91.7,7.800000000000001,-2.5,-16.2,-1.9000000000000001,-1.7999999999999998,0.7999999999999999,1.2,-1.5,4.5,0.8999999999999999,-0.5,11.2,0.29999999999999993,1,-1.7000000000000002,0,17.239999999999995,-8.27,-25.07,13.33,1.1999999999999997,-0.19999999999999998,-1.7999999999999998,-0.4,0.6000000000000001,1.3,-1.4,-0.4,33.10000000000002,-45.199999999999996,-144.9,-1.5,-0.5,0,-2.4,0.5000000000000001,0
5.5,0.125,6,-1,4,-1,7.130000000000003,2.55,12.49,5.12,-0.09999999999999964,0.8999999999999999,3.9000000000000004,-0.30000000000000004,1.8000000000000007,0.8,1.7999999999999998,-3.2,-0.10000000000000009,-0.7,-1.1,-0.3,0.30000000000000004,0.6000000000000001,0.30000000000000004,-0.49999999999999994,-0.30000000000000004,1,4.7,0.8999999999999999,-0.6000000000000014,0.39999999999999997,3.4000000000000004,3.2,0,1.3,4,1.2,-81.19999999999999,9.5,162.8,-36.2,0.30000000000000004,1,3.3,-0.5,3.0999999999999996,0.69,-1.66,-0.18,-2,-0.7,1.9999999999999998,-0.7999999999999999,-9,-1.2999999999999972,54,-11.2,-1.6999999999999993,7.3,26.3,1.1,-1.9000000000000004,0.09999999999999998,3.0999999999999996,-0.7,12.8,0.8,2.8,2.1,-0.2999999999999998,1.7,5.7,0.3999999999999999,10.909999999999997,2.1999999999999997,-12.84,2.37,-0.20000000000000018,1.1,3.8,-0.39999999999999997,-0.7,1,5.3,0.8,34.19999999999999,17.599999999999998,19.200000000000003,-80.8,1,0.7,0.8999999999999999,1.3,1
6.5,0.03125,-1,-1,1,0,-4.890000000000001,-4.73,4.88,3.18,-0.10000000000000009,0.19999999999999996,0.8999999999999999,0.6,3.099999999999998,-3.5999999999999996,3.0999999999999996,2.0999999999999996,-0.09999999999999987,-1.1,-2.1,1.1,0.09999999999999987,-0.19999999999999996,0.09999999999999998,0.6000000000000001,-0.09999999999999998,0.2,-0.09999999999999998,0.4,1.2000000000000002,-1.5,-3.8,-0.8,1.0999999999999996,-1.3,-0.8999999999999999,0.6,-13,86.3,24,-60.2,0.8,0.5,-0.20000000000000007,-0.7,0.45999999999999996,-2.15,-2.19,0.98,1.3999999999999986,-4,2.4000000000000004,2.9,28.899999999999977,-54.400000000000006,66.9,38.9,5.199999999999999,-4.200000000000001,6.199999999999999,3.2,-0.7000000000000002,1.9999999999999998,-0.7,-1.2,-0.5999999999999979,0.39999999999999947,6.4,1.1999999999999997,0.5999999999999999,0.6,-0.4,-0.09999999999999998,-1.1599999999999966,-1.0799999999999998,29.15,-6.789999999999999,0.5999999999999996,-0.4,1.6,0.6,0.5,0.8999999999999999,-0.5,-0.7,25.19999999999999,-40.1,118.2,42.5,0.8000000000000007,-0.6,2.3,0.7,0
13,0.27022058823529416,6,-4,-6,-2,9.61,-4.73,0.18000000000000016,-6.98,1.5999999999999999,-0.39999999999999997,-0.39999999999999997,-0.10000000000000003,4.600000000000001,-2.1,3.6,-3.7,-0.7000000000000001,-0.7,1.2999999999999998,-1.1,-1.1999999999999997,0.49999999999999994,1.8,-0.5,1.9000000000000001,-0.1,-2.0999999999999996,0.9,1.8999999999999995,-0.09999999999999998,-3.1,1.1999999999999997,1.9000000000000004,0.6,0.9,0.2,23.400000000000006,-18.9,-162.6,73.1,0.6000000000000001,-0.39999999999999997,-1.4,0.8999999999999999,-3.67,0.52,2.22,-0.86,2.9000000000000004,-2.0999999999999996,2.9000000000000004,-4.1,48.39999999999998,-21.6,48.4,-42.3,11.899999999999999,1.9000000000000001,6.9,1.2,0.6000000000000005,-0.7000000000000001,-4.4,1.6,7.199999999999999,-0.8,-2.8,-0.1,1.8,-0.9,-3.1999999999999997,1.1,11.600000000000001,1.94,5.35,-3.9099999999999997,1.7000000000000002,0.39999999999999997,1.7,0,3,-1.4,-5,1.6,26.100000000000023,0.8000000000000007,109.1,-36.5,-0.20000000000000018,0.30000000000000004,1,0.19999999999999996,1
14,0.125,1,1,0,6,9.190000000000005,-1.950000000000001,-0.09999999999999964,-5.0600000000000005,1,0,1,0.2,0.1999999999999993,0.7999999999999998,6.2,2.4000000000000004,-1.2,0.2,0.8,1,-0.9000000000000001,-0.5,0.09999999999999998,-0.7,1.1,-0.8999999999999999,-0.8999999999999999,0.3,4,-1,1,-0.8,2,0,1,-0.5,-43.60000000000002,-2.8999999999999986,-67.6,-18.9,1.2,0.6000000000000001,0.19999999999999996,-0.5,-2.04,-0.56,-4.18,-2.8,-1,0,5,1.2,8,20,148,38.8,10,1,7,-1.7999999999999998,-0.9000000000000004,0.09999999999999998,-0.8999999999999999,-0.09999999999999998,1.8000000000000007,-1.9000000000000004,-4.199999999999999,8.8,2.2,-0.5,-0.8,0.4,4.98,0.35999999999999943,-2.710000000000001,9.66,1.0000000000000002,0.30000000000000004,1,-0.2,3,0,-1,1,17.80000000000001,29.099999999999998,142.8,64.5,0.5,-0.10000000000000009,2,0.39999999999999997,0
9.5,0.25326797385620914,4,2,3,-1,-5.989999999999995,-1.9799999999999998,18.38,0.8700000000000001,0.7999999999999998,-0.2,-0.20000000000000007,0.8,6.499999999999998,1.7999999999999998,4.5,-1.2999999999999998,-0.10000000000000009,-1.1,-2.1,-0.6,-0.10000000000000009,0.19999999999999996,0.8999999999999999,-0.4,-0.09999999999999998,0.6,-0.09999999999999998,-0.1,0.8000000000000007,0.8,8.8,1.5,1.3000000000000003,0,2.3,0.6,-39.099999999999994,-55.400000000000006,-163.10000000000002,24.200000000000003,0.7,0,-0.3,0.5,-0.44999999999999973,0.17999999999999972,4.3100000000000005,0.22,1.5,-1.7999999999999998,2.5,0,38.900000000000006,-27.700000000000003,14.899999999999999,29.900000000000002,6.700000000000001,-3.9000000000000004,2.6999999999999997,1.9000000000000001,0.1999999999999993,-0.5,-3.8,0.2,6.300000000000001,8,2.3,0.7999999999999999,0.20000000000000018,0.5,0.19999999999999996,0,9.479999999999997,1.2000000000000002,-1.9499999999999997,4.3,0.8999999999999999,-0.7,-1.0999999999999999,0.19999999999999998,0.30000000000000004,0.29999999999999993,-0.7,0.29999999999999993,84.59999999999997,21.299999999999997,47.6,22.6,0,0.6000000000000001,2.8,0.8,1
3.5,0.02777777777777779,-2,0,0,3,-4.029999999999994,6.98,8.26,0.13999999999999968,0.2999999999999998,-0.7,3.3,0.30000000000000004,0.5999999999999979,0.2999999999999998,4.6000000000000005,-1.4000000000000001,0,0.39999999999999997,-1,-0.3,0.8999999999999999,1.3,-1.1,0.6000000000000001,0.3999999999999999,-0.6,1.4,1.1,3.6000000000000005,1.5999999999999999,9.600000000000001,-0.19999999999999998,1.3000000000000007,-0.4,4.3,0.30000000000000004,-40.70000000000002,-94,-101.69999999999999,51.8,0.2999999999999998,0.29999999999999993,3.3,-0.6,-0.06999999999999984,1.05,-8.18,1.5,2.1999999999999993,4.5,5.199999999999999,0,5.099999999999994,63.8,79.10000000000001,-10.3,7.100000000000001,-4.2,21.1,0.6,-0.9000000000000004,-1.9,-2.9,1.4000000000000001,-1.1999999999999993,-2.5,0.7999999999999998,3.1,0.6999999999999997,-0.9999999999999999,3.7,0.7,-1.8699999999999974,9.840000000000002,21.209999999999997,-0.97,0.40000000000000036,-0.8999999999999999,2.4,0,-0.30000000000000004,-2.3,4.7,0,36.39999999999998,6.400000000000002,52.400000000000006,-31.6,-1.1000000000000005,0.7,0.3999999999999999,0.5,1
