Matchup,Spread,Is Favorite Home Team,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average
Philadelphia (-4.5) vs Washington,4.5,1,0.03026315789473688,2,-4,-9,-4,0.23000000000000398,-17.630000000000003,-17.950000000000003,4.949999999999999,-0.10000000000000009,-1.1,-1.0999999999999999,1.8,-0.9000000000000021,-2.9000000000000004,-5.9,0.8,0.8,0.49999999999999994,0.8,0.10000000000000003,0.7999999999999999,0.1,-0.20000000000000007,0.3,0.29999999999999993,-0.7,0.3,-0.2,-4.200000000000001,-3.2,-5.2,-2.5,-1.1000000000000005,-2.4,-2.1,-0.4,36.400000000000006,121.4,158.4,2.3000000000000007,0.6000000000000001,-1.1,-2.4,0.9,1.4100000000000001,-0.10999999999999999,-3.14,0.8899999999999999,-1.0999999999999996,-1.1,-3.0999999999999996,-0.8,-25.69999999999999,6.699999999999999,-4.700000000000003,-19.9,-3.1000000000000014,-12.1,-10.1,3.9,0.7999999999999998,2.4,2.8,-0.09999999999999998,4.5,-5.8,-11.5,-4.2,0.30000000000000004,-1.7,-2.7,-0.10000000000000003,-5.549999999999997,-17.68,-6.199999999999999,-3.83,0.10000000000000009,-1.6,-0.9,1,-0.5,-1.8000000000000003,-2.5,-0.4,-3.1000000000000227,-40.099999999999994,-109.1,-44.400000000000006,0.10000000000000142,-2.3,-3.4,0.10000000000000003
Green Bay (-5.5) @ Chicago,5.5,0,0.10526315789473689,1,-1,0,-1,2.539999999999999,-12.59,-3.0999999999999996,4.0200000000000005,0.7,-0.9999999999999999,0.7,-0.30000000000000004,2.599999999999998,-3.4,-6.3999999999999995,-0.6000000000000001,-1.4000000000000001,0.6000000000000001,-0.40000000000000013,0.09999999999999998,0.4999999999999999,-0.8999999999999999,-0.5,0,0.20000000000000007,0.20000000000000007,1.2000000000000002,0,2.7,-0.9999999999999999,-0.30000000000000027,-1.2999999999999998,0.5999999999999996,-0.7999999999999999,-1.4000000000000001,-0.2,-52.10000000000002,4.200000000000003,133.9,3.8999999999999986,0,1,2,0.5,1.8800000000000001,-2.16,-0.6799999999999999,-0.9199999999999999,1.299999999999999,-2.4,-2.7,0.30000000000000027,65,-57.699999999999996,-139,-17,6.200000000000003,-7.5,-4.799999999999999,-0.30000000000000027,-1.6,0.7000000000000001,4.4,-0.09999999999999998,3.900000000000002,2.3,0.8999999999999995,-0.6,0.30000000000000004,0.5999999999999999,1.3,0.09999999999999998,8.690000000000001,-6.609999999999999,-9.17,2.6999999999999993,0.5999999999999996,-1,-0.40000000000000013,0.09999999999999998,-0.20000000000000007,1.5,1.8,0,112.30000000000001,-27.700000000000003,-156.7,-27.500000000000004,1.8000000000000007,-0.7999999999999999,-1.2000000000000002,-0.9
Detroit (-14.5) vs Jacksonville,14.5,1,0.3328947368421053,3,-3,-7,3,10.25,2.6400000000000006,23.89,-1.6999999999999997,1.7000000000000002,-0.6000000000000001,0.7000000000000001,-0.6000000000000001,3.700000000000003,0.2999999999999998,-5.300000000000001,0.2,-0.5,-0.20000000000000007,-0.5,0.49999999999999994,-0.3999999999999999,0.6,-2.4,0.09999999999999998,0.8999999999999999,0.5,1.9,-0.19999999999999998,2.3999999999999995,-1.9000000000000001,-4.6,-1.4000000000000001,1.7000000000000002,-0.6,-1.3,-0.9,-22.19999999999999,14.5,77.8,-9.3,0.8,-1.2,-0.2,-0.2,0.9899999999999998,-0.17000000000000037,-6.590000000000001,0.6699999999999999,1.200000000000001,1.2000000000000002,-4.8,0.4,24.400000000000006,58.699999999999996,-128.6,-23.6,11.400000000000002,-3.5999999999999996,-7.6,-2.9,-0.5,0.20000000000000007,0.5000000000000001,0,8.200000000000003,-1.4000000000000001,-5.800000000000001,4.7,1.2,0.6000000000000001,2.2,-0.3,10.530000000000001,-1.89,-2.3499999999999996,2.6,1.6,-0.4,-0.4,-0.4,1.6,-0.09999999999999998,4.6,-0.5,64,36.300000000000004,-138,-16.700000000000003,1.5999999999999996,1.7999999999999998,-1.4,0
Miami (-7.5) vs Las Vegas,7.5,1,0.05263157894736842,2,0,-3,1,0.7600000000000051,-15.219999999999999,-7.03,-1.1,-0.30000000000000004,-1.2999999999999998,0.7,-0.4,1.5,-2.5,2.5,0.8,0.40000000000000013,1.4,1.4,-1.1,-0.9000000000000001,0.4,-0.9,0.7,0,0.30000000000000004,0,0.3,0.09999999999999964,0.09999999999999964,-4.9,1.9,0,-1.2999999999999998,-0.9999999999999999,0,-44.5,56.900000000000006,75.5,22.8,0.6,-0.4,-2.4,-0.2,-1.3499999999999999,0.38999999999999996,-4.92,0.76,-1.5999999999999996,-3.2,-2.5999999999999996,0.09999999999999998,-14.5,-39.5,-28.499999999999996,-18.5,-2.3999999999999986,-8.4,-1.4000000000000004,-1.1,-0.6999999999999997,0.9999999999999999,1.3,0.7,7.5,5.2,6.5,1.8,0.30000000000000004,0.30000000000000004,-0.7000000000000001,0.4,6.550000000000004,-17.63,-1.1400000000000006,-6.949999999999999,-0.2999999999999998,-1.3,0.7000000000000001,-0.5,1.3,0,0.3,-0.2,35,-40.3,14,-9,0.2999999999999998,-1.1,-1.1,0
LA Rams (-4.5) @ New England,4.5,0,0.07236842105263158,1,0,3,1,4.439999999999998,2.89,-5.13,-4.07,0.30000000000000004,0,1.2999999999999998,1,4.5,0.10000000000000009,0.5,1.2,0.09999999999999987,0.8,1.0999999999999999,-0.19999999999999998,0,0,-1,-0.30000000000000004,0.6,-0.4,-0.4,0.1,0.7999999999999998,-0.5,-1.2000000000000002,-2.2,1.1,0.5,1.1,0.10000000000000003,-55.599999999999994,-49.9,24.400000000000002,26.6,-0.5,0.2,-1.5,-0.30000000000000004,0.22999999999999998,0.94,2.06,-0.17,2.8999999999999986,-3.4,-4.1,-0.09999999999999998,77.79999999999998,-31.9,4.800000000000001,-17,4.600000000000001,1.1999999999999997,8.6,5.1,-1.2000000000000002,-1.2,0.8,0.6000000000000001,-1,3,16,3.7,0.5999999999999999,-0.8,-1.4,0.1,0.01999999999999602,8.95,10.73,3.2,0.6000000000000001,0.30000000000000004,1.6,1.1,0.6000000000000001,-0.7,-0.39999999999999997,0.30000000000000004,57.599999999999966,-11.8,58.6,14.6,1.2000000000000002,-0.1,2.2,-0.2
New Orleans (-0.5) vs Cleveland,0.5,1,0.032894736842105254,-2,2,8,1,2,5.86,-5.48,3.39,1,1,0,-0.2,1.6999999999999993,4,8.7,0.10000000000000009,-0.7999999999999998,-0.8,1.2,-0.19999999999999998,-0.19999999999999996,1.8,2.8,-1.1,1.0999999999999999,0.4,0.1,0,1.7000000000000002,-1.3,-2.3,0.7,1.0999999999999996,0.7,-0.8999999999999999,0,-65.69999999999999,-73.7,-27.700000000000003,-16.8,0.19999999999999996,-1.1,-1.8,0.09999999999999998,-0.44999999999999996,3.15,6.07,-1.56,-0.3999999999999986,3.9,5.6,-1.3000000000000003,29,44.00000000000001,-27,-26.5,6.300000000000001,7.3,-3.7,-1.1,-1.1999999999999993,-1.9000000000000001,-0.19999999999999996,-0.5,5.699999999999999,-1.3,2.7,3.5,0.9,0.20000000000000007,-0.09999999999999998,-0.3,9.490000000000002,25.36,6.32,-11.27,0.8,1.5,-0.19999999999999996,-0.30000000000000004,1.2000000000000002,-1.5,-2.8000000000000003,0.9000000000000001,60.400000000000034,17.39999999999999,-12.599999999999998,1.5,1.5,-0.30000000000000004,-4.2,0.2
Baltimore (-3.5) @ Pittsburgh,3.5,0,-0.03026315789473688,-2,1,6,-2,5.640000000000001,-7.33,-21.84,5.63,1.5,1.1,2.5,0.19999999999999998,4.799999999999997,3.2,5.8,-0.29999999999999993,-0.40000000000000013,0.2,1.6,-0.6,-0.20000000000000007,0.8,1.7999999999999998,0,-0.5000000000000001,0.19999999999999998,-0.5000000000000001,0,-1.700000000000001,1.9,-0.7000000000000002,0.30000000000000004,0.8000000000000007,1.2000000000000002,-0.19999999999999996,0.6000000000000001,-45,-34,-68,-2.299999999999999,-0.6000000000000001,-0.19999999999999998,-1.6,0.4,-0.1200000000000001,1.04,3.33,0.73,4,1.7000000000000002,-1,1.4,69.60000000000002,25.9,-48.4,26.699999999999996,7.900000000000002,4.9,0.8999999999999995,2.1,-0.9999999999999996,-0.7,-0.9999999999999999,-0.19999999999999998,-2.3999999999999986,7.6,15.6,-3.8,-0.8,-0.1,-0.8,-0.2,7.170000000000002,9.03,-7.41,0.36,1.6,0.6,0.5999999999999999,0.30000000000000004,-0.6,-0.8999999999999999,-2.6,-0.2,113.89999999999998,105.5,36.900000000000006,1.1000000000000014,1.6999999999999993,0.8,-0.4,1
Minnesota (-6.5) @ Tennessee,6.5,0,0.2631578947368421,0,-4,-13,-2,4.689999999999998,-3.9299999999999997,19.79,5.77,0.7000000000000002,1,2.7,0.30000000000000004,1.3000000000000007,-1.4,-7.7,0.6,-0.5,-0.2,-1.5,-0.30000000000000004,-0.09999999999999987,-0.4,-3.0999999999999996,-0.30000000000000004,1.4,0.8,-0.6,0,2.6999999999999993,0,-4.3,-0.7,1.7000000000000002,0.7,0.7,-0.1,-39.400000000000006,20.599999999999998,88.60000000000001,-11.1,0.19999999999999996,0.8,-0.8,-0.09999999999999998,-0.1900000000000004,-2.1,-8.08,-0.17000000000000004,1.9000000000000004,-1.7000000000000002,-3.1,1,54.10000000000002,27.799999999999997,-21.9,15.399999999999999,7.200000000000003,6.5,12.2,1.4,-1.7000000000000002,1,0.30000000000000004,-0.5,1.1999999999999993,-0.3999999999999999,-20.8,-3.3,1.5000000000000002,0.5,-1.5,-0.10000000000000003,7.470000000000006,4.1899999999999995,5.09,14.32,0.8000000000000003,1.1,2.8000000000000003,0.4,1.6,0.9,1.6,0.2,48,52,-65,19.099999999999998,2.200000000000001,1.3,3.5,0.8
NY Jets (-4.5) vs Indianapolis,4.5,1,-0.04999999999999999,4,2,4,-3,5.760000000000005,-3.13,17.189999999999998,-4.66,-0.6000000000000001,-0.2,1.4000000000000001,-0.6000000000000001,0.3000000000000007,-2.1,2.3,-0.8999999999999999,-0.4999999999999999,0.5,-0.5,0.6000000000000001,-0.5999999999999999,1.4,2.4,0.4,-0.6000000000000001,0.7,1.4,0.2,-2.0999999999999996,1.2999999999999998,-0.10000000000000009,-1.2000000000000002,-0.7999999999999998,-0.1,1.2,0,-7.5,6.5,-0.5,-10.7,-0.2999999999999998,-1,-0.30000000000000004,-0.2,-2,3.3200000000000003,6.57,0.72,2.1999999999999993,1.2,6.2,0.7000000000000001,13.399999999999977,11.399999999999999,125.4,-8.8,-3.1000000000000014,-1.7000000000000002,10.899999999999999,-2.2,0,0,0,-0.1,-4.199999999999999,-3.9,0.7999999999999998,-6.5,-1,0.7,1,-0.2,4.039999999999999,-13.110000000000001,-5.75,-3.16,-0.19999999999999973,-0.5,1.8,-0.19999999999999998,-0.4,-0.7999999999999999,-1.4,-0.6000000000000001,-21.100000000000023,-2.8000000000000007,132.9,-37.8,-0.6999999999999993,-0.30000000000000004,2.8,-1.2999999999999998
Denver (-2.5) vs Atlanta,2.5,1,-0.050000000000000044,1,2,10,2,-4.150000000000006,-2.62,-16.95,-2.36,-0.3999999999999999,0.29999999999999993,-0.4,-0.2,-3.5,-2.5,5.5,1.6999999999999997,-0.09999999999999987,-0.39999999999999997,1.9000000000000001,-0.4,0.10000000000000009,-0.2,1.1,-0.8999999999999999,0,0,0,0,-0.10000000000000053,1.6,2.9,2.4000000000000004,-0.5999999999999996,1,0.3999999999999999,1.2,93,98,11,-38,-0.20000000000000007,0.4,0.8,0.6000000000000001,-0.56,-0.43000000000000005,2.0700000000000003,-2.0100000000000002,-3.1999999999999993,-4.2,-3.2,-2.7,-63.80000000000001,-35.5,41.2,-40.1,-4.100000000000001,3.5999999999999996,-1.0999999999999996,1.9000000000000001,2,2.4,0,-0.7,0,2,9,7.5,0.19999999999999996,0.5,0.19999999999999996,0.4,-2.5799999999999983,-18.669999999999998,-20.72,1.31,-0.7000000000000002,0.3,-0.7,-0.2,0.1,0.7,-0.9,1.4,-71.40000000000003,-7.000000000000002,136.60000000000002,21.099999999999998,-1.8000000000000007,-0.29999999999999993,-0.9000000000000001,-0.7999999999999999
