Is Favorite Home Team,Win Percent Diff,Target
0,-0.07692307692307693,24
0,0,34
1,-0.11263736263736263,2
0,0,-1
1,0.19999999999999996,-18
1,0.23529411764705888,6
0,0.1359649122807018,-18
1,-0.08695652173913043,-17
1,0.043478260869565244,15
1,0.021739130434782594,-7
1,-0.08541666666666664,16
1,0.1111111111111111,3
1,-0.04999999999999999,16
0,0,7
0,0.07692307692307693,24
1,-0.1538461538461538,5
1,0.11263736263736263,6
1,0,10
1,0.06666666666666665,2
1,0,13
1,0.10526315789473689,-16
0,0.10526315789473684,6
1,0.13636363636363635,6
0,0.045454545454545414,9
0,0.08695652173913049,12
1,0,3
1,0,-4
1,0,16
0,0.05263157894736842,-7
1,-0.052631578947368474,3
1,0,-3
1,0.13043478260869562,21
0,0.13043478260869573,10
0,0.2173913043478261,23
1,0.08333333333333331,3
1,-0.04166666666666674,3
1,0.16000000000000003,6
1,0.07692307692307693,7
1,0.07692307692307693,-1
1,0.07692307692307687,14
1,0,6
1,0.0714285714285714,-6
1,0.0714285714285714,-7
1,0.0625,6
1,-0.055555555555555525,8
0,0.23809523809523814,10
1,0,11
1,0.043478260869565244,-28
1,-0.08333333333333331,-3
1,0.12500000000000003,-1
0,0.12,-20
1,0.1333333333333333,-6
1,-0.10526315789473684,30
1,0,11
0,0.24999999999999994,-11
0,0.07692307692307687,4
1,0.0714285714285714,-10
1,-0.004166666666666652,3
0,0.1578947368421053,-1
0,0.14285714285714285,-6
0,0.23809523809523808,-3
1,0.0714285714285714,14
0,0.18181818181818182,-6
1,0.125,-12
1,0.07692307692307693,-6
1,0.06666666666666665,-7
0,0.021241830065359457,-5
1,0.05263157894736836,34
1,0.19999999999999996,17
1,0,-13
1,0.13043478260869568,8
0,0.08000000000000002,-18
0,0,6
1,0,-8
1,0.06666666666666665,-17
0,0.03125,25
1,-0.0625,-4
0,-0.02757352941176472,3
1,-0.08006535947712418,7
1,0.05882352941176472,-3
1,0.1111111111111111,25
1,0.21052631578947367,15
1,0.022368421052631482,-3
1,0.1538461538461538,3
1,0.0625,-1
1,0.02757352941176472,15
1,-0.05555555555555558,10
1,0.09090909090909088,25
0,0.13043478260869562,33
1,0.041666666666666685,14
0,0.16666666666666669,7
1,0,31
1,0.08026315789473681,8
1,0.09523809523809523,-3
1,0.09090909090909088,20
1,0,23
0,0.04166666666666663,4
0,0.21875,-18
0,0.05882352941176472,-17
0,0.26315789473684215,-7
1,0.09999999999999998,8
0,0.19999999999999996,3
1,0,8
1,0.041666666666666685,2
1,0.16000000000000003,-8
1,0.1538461538461538,27
0,0.21428571428571425,25
1,0.027083333333333348,18
1,-0.05882352941176466,3
1,0,8
1,0.04999999999999999,18
1,0.11764705882352944,8
0,0.2702205882352941,-10
0,0.08660130718954251,15
0,0.11764705882352938,18
0,0.12738095238095237,6
0,0.24,10
1,-0.0357142857142857,14
0,-0.03125,9
0,0.15625,17
1,0.09375,10
0,0.02757352941176472,5
1,0.1111111111111111,4
0,0.1578947368421053,28
1,0,10
1,0.13636363636363635,1
1,0.13043478260869568,10
1,-0.04347826086956519,5
1,0,-9
1,0.07142857142857145,16
1,0,-13
1,0.0625,3
1,0.13636363636363635,-3
0,0.24999999999999994,5
0,0,16
1,0,-14
1,0.07142857142857145,21
0,0,18
1,0.03104575163398693,8
1,-0.05994152046783624,3
1,0.15789473684210525,-26
0,0.15999999999999998,17
1,-0.07692307692307693,-11
1,-0.05882352941176472,14
1,0.02450980392156865,-35
1,0.19999999999999996,5
1,0.12500000000000006,-8
0,0.16000000000000003,19
1,-0.07692307692307687,8
1,0,-17
0,0.14285714285714285,18
1,0.1428571428571428,7
0,-0.0625,-24
1,0.027083333333333348,-12
0,0.09375,3
0,-0.03492647058823528,11
1,0.09007352941176472,-3
0,0.08639705882352944,-9
0,0.18859649122807015,-21
0,0.1578947368421053,3
1,0.025000000000000022,31
1,0.027056277056277056,11
0,0.11904761904761907,-1
0,0.09090909090909094,7
1,0.17391304347826092,10
1,0.038461538461538436,14
1,0.11538461538461531,-3
1,-0.1538461538461538,12
1,0,-3
1,0.06666666666666665,3
0,0.0625,-2
1,0.05882352941176472,3
0,0.1111111111111111,3
1,0.25000000000000006,8
1,-0.05994152046783624,-5
0,0.1885964912280702,-3
0,0.10526315789473684,7
1,0.047619047619047616,6
0,0.19999999999999996,-1
0,0.09523809523809523,14
1,0.1428571428571428,25
1,-0.04761904761904756,16
1,0.13636363636363635,-14
1,0.13636363636363635,-6
1,0.2391304347826087,3
1,-0.043478260869565244,3
0,0.2173913043478261,-6
1,0,-8
1,0.10416666666666674,3
1,-0.125,6
1,0.08333333333333337,-6
0,0.14583333333333337,17
0,0.18,28
1,-0.07692307692307693,13
0,0,8
0,0.0714285714285714,-7
0,0.1428571428571428,9
0,0.06666666666666665,8
1,0,17
1,0.09007352941176472,-14
1,0,-3
1,0.07499999999999996,14
0,0.14285714285714285,5
1,0.18181818181818182,22
1,0.08695652173913049,25
1,0,8
1,0.08333333333333331,11
1,0.12,23
0,0.1538461538461539,-8
0,0.23076923076923078,9
